ROP(1 m),Depth(m),weight on bit (kg),Rotary Speed (rpm),Pump Press (KPa),Temp In(degC),Flow In(liters/min),Flow Out %
28.97,156.47,7678.0,86.87,2787.23,43.76,3217.03,59.9
19.59,156.78,4036.28,65.45,2795.16,43.78,3227.89,60.42
21.47,157.1,5469.39,95.63,2792.54,43.81,3224.0,60.07
27.76,157.41,3097.51,90.62,2792.54,43.81,3232.51,58.64
34.48,157.73,3795.92,94.19,2792.54,43.83,3218.58,58.08
21.87,158.04,5487.53,94.99,2771.51,43.85,3115.51,55.86
21.87,158.36,6204.08,85.34,2800.4,43.87,3220.13,56.68
39.85,158.67,4752.83,95.11,2763.58,43.89,3206.92,57.09
23.26,158.98,5328.8,76.19,2784.61,43.89,3210.03,56.91
33.11,159.29,7519.27,87.88,2779.37,43.91,3220.85,56.94
44.57,159.61,6802.72,87.57,2766.21,43.91,3206.92,55.94
7.63,159.93,2380.95,97.7,2747.86,43.96,3201.51,58.43
33.84,160.24,3873.02,92.54,2755.72,43.97,3201.51,58.32
23.72,160.55,4571.43,92.06,2755.72,43.96,3215.44,60.34
24.83,160.87,3614.51,91.29,2763.58,43.97,3202.27,62.04
36.7,161.18,3478.46,94.34,2750.48,43.99,3201.47,61.48
18.62,161.49,4770.98,91.14,2766.21,43.99,3200.72,57.56
17.74,161.8,4331.07,89.01,2758.34,43.97,3202.27,58.35
21.48,162.11,2979.59,95.47,2779.37,43.99,3211.54,58.32
36.7,162.43,317.46,74.36,3126.4,42.79,3371.17,58.67
35.55,162.74,1473.92,64.75,3152.67,42.79,3386.73,58.61
36.68,163.06,2131.52,67.98,3186.8,42.79,3400.7,58.99
36.02,163.37,3823.13,59.32,3221.0,42.79,3411.53,59.43
36.7,163.69,3306.12,79.76,3223.62,42.81,3421.59,59.28
36.7,164.0,4204.08,72.99,3228.86,42.72,3423.15,60.83
37.38,164.31,2689.34,76.07,3249.89,42.81,3413.87,61.86
36.02,164.62,4204.08,74.79,3226.24,42.81,3412.28,59.66
37.18,164.93,4961.45,67.92,3223.62,42.74,3413.04,60.25
18.06,165.25,3047.62,50.56,3255.2,42.85,3421.59,59.6
36.7,165.57,3165.53,86.96,3257.82,42.87,3427.05,58.55
37.22,165.88,3505.67,85.92,3281.47,42.89,3433.25,56.47
36.02,166.18,3446.71,88.06,3276.23,42.92,3435.6,58.43
36.7,166.5,3365.08,78.2,3286.71,42.92,3416.98,57.91
37.22,166.81,2308.39,73.78,3297.26,42.94,3433.25,59.31
31.6,167.13,4938.78,55.17,3286.71,42.96,3442.57,59.08
30.18,167.44,2907.03,90.5,3273.61,42.98,3461.95,60.78
37.22,167.75,3006.8,82.23,3291.95,42.98,3472.02,60.4
36.7,168.06,5337.87,79.3,3276.23,42.98,3472.02,59.52
28.63,168.38,4022.68,80.86,3268.3,43.0,3485.19,60.34
23.76,168.68,2448.98,90.1,3247.27,43.02,3474.36,59.99
36.7,169.0,3365.08,83.76,3260.44,43.04,3454.98,60.75
36.7,169.32,2290.25,88.76,3297.26,43.06,3460.43,58.96
37.22,169.63,1750.57,88.06,3252.58,43.06,3496.85,61.33
36.7,169.94,3424.04,87.51,3257.82,43.08,3492.95,60.04
36.7,170.25,1850.34,90.81,3247.27,43.11,2881.42,60.95
37.23,170.56,1714.29,94.5,3270.92,43.08,3458.88,61.63
36.7,170.88,3065.76,82.54,3297.26,43.08,3509.23,61.57
36.02,171.19,4961.45,81.8,3297.26,43.11,3295.31,62.24
36.7,171.5,5378.68,83.06,3281.47,43.13,3160.44,62.71
33.46,171.81,5877.55,24.57,2692.64,42.64,3035.71,55.92
31.02,172.12,5020.41,75.18,2682.09,42.64,3051.99,53.9
36.02,172.43,2471.66,85.89,2803.02,42.64,3182.92,55.04
35.53,172.74,3823.13,80.34,2737.32,42.66,3150.37,56.97
34.89,173.05,4879.82,77.56,2684.78,42.66,3116.19,54.6
34.48,173.36,5814.06,69.66,2666.37,42.64,3108.43,54.19
29.72,173.69,975.06,87.85,2690.02,42.64,3127.01,53.92
36.03,174.0,2489.8,85.34,2839.84,42.6,3079.05,55.59
35.55,174.32,2866.21,81.68,2958.16,42.6,3267.53,56.62
37.22,174.62,2630.39,87.02,2955.47,42.56,3259.77,56.33
36.02,174.93,4920.63,78.36,2952.85,42.53,3269.88,57.58
33.46,175.25,4580.5,74.76,2934.44,42.51,3262.11,56.88
37.38,175.56,3546.49,67.53,3000.22,42.51,3298.38,56.53
34.47,175.88,3106.58,80.4,3013.32,42.49,3269.69,56.15
37.92,176.19,2988.66,79.55,2987.05,42.47,3293.69,56.38
37.22,176.5,2031.75,71.28,2992.29,42.47,3291.38,56.53
36.7,176.82,1074.83,88.55,2987.05,42.45,3294.44,57.29
36.7,177.14,2988.66,78.27,2979.19,42.45,3277.41,56.59
36.02,177.45,3188.21,78.78,2987.05,42.43,3287.52,56.76
36.7,177.76,4263.04,72.8,2992.29,42.43,3289.82,57.53
36.02,178.07,4403.63,72.29,3005.46,42.43,3291.38,57.2
34.89,178.38,4222.22,72.53,2994.91,42.41,3292.17,56.03
35.55,178.69,4639.46,75.28,2984.43,42.41,3280.55,57.5
36.02,179.0,5197.28,74.97,2973.88,42.41,3036.39,56.03
21.9,179.31,2190.48,70.12,2997.53,42.41,3293.69,56.41
30.26,179.63,3804.99,87.85,2976.5,42.41,3289.03,55.97
39.23,179.95,3546.49,82.42,3002.84,42.38,3302.96,56.33
42.14,180.27,5256.24,84.15,2984.43,42.38,3286.72,56.3
32.85,180.58,2929.71,85.68,2994.91,42.38,3289.03,55.94
36.7,180.89,4204.08,82.48,2984.43,42.38,3282.82,57.0
43.76,181.21,1596.37,70.0,3144.74,42.07,3275.78,53.57
37.23,181.52,916.1,96.27,3291.95,42.09,3348.01,54.39
36.02,181.83,3945.58,63.19,3307.74,42.13,3354.21,55.15
36.7,182.15,3188.21,90.32,3307.74,42.16,3345.7,56.82
38.5,182.46,0.0,113.2,3320.91,42.16,3357.36,57.7
35.55,182.77,2190.48,85.13,3352.42,42.11,3361.22,57.82
36.42,183.09,181.41,96.14,3368.21,42.16,3368.18,57.99
36.02,183.4,4580.5,77.17,3370.83,42.17,3367.43,58.96
36.02,183.71,2213.15,92.85,3347.18,42.17,3352.66,59.17
37.22,184.02,539.68,97.52,3347.18,42.16,3344.14,57.79
19.95,184.33,5260.77,64.81,3357.73,42.16,3348.8,56.91
35.55,184.64,4503.4,71.49,3360.35,42.17,3341.84,56.85
33.11,184.96,0.0,90.38,3376.07,42.19,3343.35,54.45
32.84,185.27,2272.11,84.98,3334.01,42.22,3337.14,55.71
36.7,185.59,1814.06,93.83,3270.92,42.22,3288.27,55.77
36.7,185.9,1215.42,99.13,3284.09,42.24,3290.54,56.41
37.22,186.21,1931.97,85.53,3276.23,42.26,3291.34,57.06
34.48,186.52,3705.22,73.66,3263.06,42.28,3292.89,57.41
36.7,186.84,4004.54,77.93,3278.85,42.28,3293.65,57.61
23.71,187.15,3206.35,81.01,3284.09,42.32,3279.72,58.11
31.02,187.46,3047.62,76.4,3270.92,42.34,3275.82,58.67
34.48,187.78,2689.34,87.75,3263.06,42.37,3274.27,58.29
31.6,188.1,4544.22,80.1,3268.3,42.37,3279.72,58.61
23.27,188.41,3886.62,86.96,3276.23,42.45,3271.2,58.73
27.75,188.72,3505.67,75.73,3257.82,42.49,3258.78,58.4
10.64,189.04,2172.34,104.57,3226.24,42.58,3251.82,59.22
10.36,189.88,0.0,59.35,3039.59,42.71,3128.0,58.23
6.49,190.19,4040.82,87.63,3331.39,42.85,3228.65,58.93
29.95,190.5,4317.46,89.58,3373.45,42.87,3296.15,58.9
30.19,190.81,3682.54,84.55,3355.04,42.87,3282.97,59.4
35.55,191.13,2068.03,97.82,3368.21,42.87,3293.84,59.34
34.89,191.44,3800.45,88.73,3368.21,42.87,3286.87,59.46
37.1,191.75,3183.67,96.97,3378.76,42.92,3293.84,59.37
31.02,192.06,4698.41,69.27,3360.35,42.94,3286.83,59.11
23.27,192.37,2766.44,78.94,3394.48,42.94,3303.11,58.76
28.45,192.69,3941.04,75.89,3407.65,42.96,3301.56,58.73
27.92,193.0,3424.04,77.17,3418.13,43.0,3310.87,58.87
29.95,193.31,4616.78,77.78,3415.51,43.02,3307.01,59.78
19.3,193.63,4040.82,79.97,3410.27,43.06,3306.25,59.14
31.02,193.94,3424.04,76.16,3433.92,43.08,3314.77,59.05
34.48,194.25,2009.07,80.34,3431.3,43.11,3310.11,58.64
36.02,194.56,3759.64,78.94,3420.82,43.13,3310.11,59.46
36.02,194.87,0.0,110.3,3436.54,43.15,3307.8,59.17
36.02,195.18,1233.56,59.72,3426.06,43.17,3314.77,58.43
36.7,195.5,3324.26,68.59,3426.06,43.19,3312.46,59.55
34.89,195.8,4480.73,76.34,3433.92,43.23,3315.56,59.58
25.29,196.11,3882.09,77.14,3426.06,43.26,3303.94,59.81
36.7,196.43,2666.67,85.71,3433.92,43.28,3314.77,59.58
36.7,196.75,1850.34,85.89,3431.3,43.29,3311.7,59.87
36.7,197.06,3401.36,34.73,3460.19,43.32,3327.98,59.37
36.7,197.38,2249.43,109.66,3481.22,43.36,3333.39,59.72
36.7,197.7,2367.35,85.37,3473.36,43.38,3335.74,59.22
37.22,198.0,2326.53,86.26,3483.91,43.4,3335.74,59.6
37.22,198.31,3065.76,81.93,3489.15,43.44,3342.71,60.04
36.7,198.63,4040.82,79.97,3470.74,43.47,3329.53,59.4
36.02,198.94,3401.36,80.07,3494.39,43.49,3334.19,59.4
31.02,199.25,3623.58,79.39,3483.91,43.51,3339.6,59.46
31.02,199.56,3283.45,76.19,3483.91,43.53,3341.15,59.84
32.51,199.88,3882.09,80.37,3481.22,43.57,3334.19,59.17
20.69,200.19,3260.77,75.64,3357.73,43.68,3271.96,59.02
35.8,200.5,3759.64,95.72,3368.21,43.7,3255.68,59.22
34.89,200.81,4598.64,93.43,3725.71,43.72,3431.85,61.45
33.8,201.12,3941.04,91.78,3728.33,43.74,3415.65,61.86
37.22,201.43,1551.02,90.44,3738.88,43.76,3418.76,61.92
36.7,201.74,4258.5,78.36,3552.24,43.78,3317.87,61.39
36.7,202.06,2485.26,79.24,3612.7,43.81,3352.66,61.16
32.84,202.37,4399.09,64.87,3631.11,43.81,3096.81,60.54
31.9,202.68,4217.69,72.38,3704.68,43.83,3371.17,60.98
36.7,202.99,2666.67,92.0,3823.0,43.83,3453.54,62.5
36.02,203.3,3718.82,86.78,3836.1,43.85,3450.44,63.15
29.95,203.62,2566.89,82.96,3828.24,43.87,3466.72,63.35
34.89,203.93,3659.86,83.48,3736.26,43.89,3431.81,63.76
35.55,204.24,3900.23,91.78,3662.62,43.89,3087.42,62.09
36.7,204.56,2625.85,97.27,3673.17,43.83,3414.48,61.33
37.22,204.87,3918.37,77.66,3654.76,43.87,3415.23,60.95
34.89,205.18,4376.42,75.0,3691.51,43.93,3426.86,60.72
33.47,205.49,3460.32,76.34,3812.45,43.97,3338.5,60.19
37.92,205.81,2208.62,84.0,3862.44,43.97,3489.09,60.34
36.7,206.12,2426.3,79.18,3859.75,44.02,3489.13,60.28
36.7,206.44,2766.44,76.25,3867.68,43.99,3493.78,60.22
37.92,206.75,1850.34,81.1,3865.06,44.04,3500.75,60.78
36.7,207.07,3161.0,78.11,3875.54,44.04,3501.5,61.98
36.7,207.38,2943.31,77.32,3865.06,44.04,3512.37,61.6
37.92,207.7,2825.4,78.42,3865.06,44.06,3510.02,61.48
36.02,208.01,3460.32,72.59,3857.13,44.06,3347.25,61.3
34.89,208.32,3619.05,88.18,3878.16,44.1,3499.2,60.69
35.55,208.64,2884.35,100.9,3893.95,44.12,3190.68,60.78
37.22,208.95,0.0,105.48,3896.57,44.14,3472.81,59.9
34.89,209.26,3460.32,82.9,3867.68,44.17,3523.99,58.87
36.7,209.57,2068.03,81.53,3880.78,44.21,3240.27,59.81
32.84,209.88,2666.67,79.58,3841.41,44.21,3189.13,60.78
36.52,210.19,5369.61,84.61,3402.41,44.48,3263.44,59.22
37.38,210.51,5777.78,82.81,3412.89,44.51,3348.73,58.14
37.38,210.83,5283.45,85.95,3431.3,44.51,3349.52,59.14
36.03,211.14,5877.55,51.63,3433.92,44.51,3361.9,59.05
36.7,211.45,5061.22,82.23,3441.85,44.51,3368.86,58.87
37.22,211.76,5519.27,74.73,3462.88,44.48,3373.52,57.17
36.69,212.07,5351.47,71.07,3470.74,44.51,3380.48,57.88
37.27,212.4,5315.19,74.12,3465.5,44.48,3069.63,57.76
37.92,212.72,5197.28,71.34,3447.09,44.48,3388.96,57.88
37.22,213.03,4485.26,68.47,3457.57,44.46,3068.04,58.46
36.71,213.34,3804.99,97.27,3462.88,44.46,3217.67,58.76
36.7,213.65,5605.44,77.59,3462.88,44.44,3148.7,59.52
35.6,213.97,5451.25,82.9,3470.74,44.46,3031.66,59.6
37.38,214.28,5011.34,96.85,3549.61,44.46,3303.79,61.27
36.02,214.59,7460.32,77.35,3541.69,44.36,3382.15,61.57
33.84,214.9,6934.24,81.93,3549.61,44.46,3389.91,62.59
27.75,215.21,7238.1,82.66,3541.69,44.44,3382.15,62.09
27.92,215.52,7188.21,64.99,3533.83,44.46,3369.77,62.91
32.51,215.84,7392.29,71.71,3515.42,44.53,3356.56,60.01
24.29,216.15,6965.99,64.48,3499.63,44.31,3358.91,60.04
29.39,216.46,7170.07,74.42,3523.28,44.48,3360.46,61.3
25.39,216.77,7052.15,80.58,3520.66,44.57,3355.05,60.63
31.91,217.08,7818.59,77.59,3523.28,44.59,3349.63,62.71
18.32,217.39,7392.29,83.45,3539.07,44.65,3352.74,61.8
19.63,217.7,6761.9,69.75,3512.8,44.59,3338.77,62.3
25.98,218.01,7356.01,75.25,3544.31,44.72,3355.05,63.53
24.74,218.32,7528.34,80.0,3546.99,44.76,3345.77,63.0
26.59,218.63,6099.77,79.33,3528.59,44.82,3337.26,63.59
37.22,218.94,5247.17,87.27,3518.04,44.84,3334.95,63.82
29.39,219.25,7646.26,89.98,3531.21,44.88,3332.64,63.62
9.31,219.56,2390.02,89.65,3596.91,45.09,3372.01,63.35
22.32,219.88,4970.52,77.05,3617.94,45.09,3387.56,63.38
30.18,220.19,3918.37,81.29,3657.38,45.09,3410.01,63.56
27.24,220.5,2648.53,104.72,3652.14,45.09,3349.56,63.18
37.2,220.81,2793.65,85.28,3662.62,45.09,3098.43,62.94
23.6,221.13,4507.94,72.65,3612.7,45.08,3312.31,62.27
24.82,221.44,4857.14,78.36,3649.45,45.06,3429.32,61.42
32.78,221.76,5963.72,86.56,3665.24,45.03,3431.66,59.93
32.84,222.07,5927.44,77.47,3683.65,45.03,3442.49,60.66
29.5,222.39,4562.36,75.49,3720.47,45.01,3442.45,58.55
27.92,222.7,5115.65,81.04,3717.85,44.99,3470.35,58.61
29.72,223.03,5374.15,80.0,3720.47,44.99,3462.59,59.63
31.02,223.33,5151.93,75.76,3720.47,44.97,3282.03,60.34
29.39,223.65,4839.0,80.95,3688.89,44.97,3368.83,60.07
31.02,223.96,5873.02,82.78,3683.65,44.97,3230.09,60.31
29.95,224.27,5079.37,82.66,3707.3,44.97,3285.13,60.48
34.08,224.59,5482.99,83.7,3678.41,44.97,3078.14,60.28
32.84,224.9,4634.92,83.67,3686.27,44.95,3308.37,60.16
37.38,225.21,1650.79,109.39,3696.82,44.97,3415.35,59.81
36.02,225.53,2612.24,88.18,3688.89,44.95,2761.95,59.75
38.06,225.84,4526.08,59.17,3665.24,44.93,3319.99,61.65
37.22,226.15,2204.08,71.25,3699.44,44.93,3454.11,63.53
36.7,226.47,2113.38,72.16,3688.89,44.93,3459.52,64.76
37.22,226.78,2258.5,71.92,3688.89,44.95,3398.28,64.49
36.95,227.09,4303.85,65.88,3694.2,44.95,3233.19,64.52
37.22,227.4,2294.78,79.79,3694.2,44.93,3031.66,64.58
37.92,227.71,2426.3,82.96,3686.27,44.93,3220.82,64.52
37.22,228.02,1505.67,78.78,3691.51,44.93,3430.87,64.99
36.7,228.34,3623.58,84.76,3683.65,44.91,2964.24,64.06
37.22,228.65,3219.95,76.53,3688.89,44.91,2867.33,64.17
37.22,228.96,3496.6,87.57,3694.2,44.91,3418.41,63.03
37.92,229.27,3972.79,85.62,3688.89,44.91,3466.49,63.09
36.51,229.59,1183.67,91.69,3670.48,44.93,3409.97,63.12
36.51,229.9,1696.15,63.59,3770.39,44.95,3459.75,62.39
36.51,230.21,2340.14,71.37,3770.39,44.99,3464.45,62.27
37.03,230.52,3777.78,70.55,3544.31,45.01,3367.43,58.35
37.03,230.83,2952.38,81.53,3515.42,45.03,3379.73,57.91
37.03,231.14,2380.95,82.32,3528.59,45.08,3380.48,58.76
36.51,231.45,1936.51,85.01,3528.59,45.09,3371.97,59.25
37.03,231.76,2598.64,89.22,3510.18,45.12,3377.38,58.49
37.38,232.07,1551.02,85.44,3518.04,45.14,3375.83,58.73
36.51,232.39,2748.3,86.26,3533.83,45.16,3313.82,58.52
36.8,232.69,2857.14,77.2,3518.04,45.14,3347.14,58.84
37.03,233.0,2893.42,80.83,3565.34,45.16,3397.48,58.05
36.51,233.32,3115.65,64.14,3536.45,45.18,3402.86,57.94
37.03,233.63,3410.43,78.17,3573.26,45.18,3416.03,58.43
36.51,233.94,2929.71,80.19,3562.72,45.21,3418.38,59.08
37.73,234.25,4480.73,80.55,3557.48,45.21,3155.59,58.38
36.51,234.57,3024.94,85.1,3531.21,45.22,3407.51,59.87
37.03,234.88,2140.59,87.91,3531.21,45.22,3403.61,61.27
37.73,235.19,2285.71,87.69,3539.07,45.24,3408.27,61.24
36.51,235.51,3777.78,75.83,3528.59,45.27,3390.44,60.6
37.03,235.82,3578.23,70.76,3520.66,45.29,3395.89,59.46
37.03,236.12,3741.5,77.69,3520.66,45.29,3398.2,60.28
35.84,236.43,3632.65,82.05,3518.04,45.33,3393.54,60.37
36.51,236.74,4793.65,85.74,3510.18,45.35,3386.58,60.69
37.73,237.06,4294.78,76.4,3512.8,45.35,3382.72,60.81
37.03,237.37,3374.15,90.16,3510.18,45.37,3387.37,59.02
36.51,237.68,2766.44,88.55,3483.91,45.39,3152.49,58.46
37.73,238.0,3301.59,85.13,3539.07,45.43,3391.99,59.49
37.03,238.31,3265.31,84.37,3512.8,45.43,3388.13,59.69
36.51,238.62,4426.3,87.14,3518.04,45.46,3381.13,59.17
35.8,238.94,5655.33,77.23,3173.7,45.58,3156.62,55.71
36.33,239.25,4385.49,80.28,3378.76,45.58,3253.6,59.2
37.03,239.56,5224.49,84.7,3402.41,45.58,3260.6,57.53
36.51,239.88,2907.03,83.64,3462.88,45.61,3288.54,57.58
37.03,240.18,4272.11,77.23,3457.57,45.61,3274.57,56.79
37.03,240.49,4535.15,84.49,3444.47,45.61,3266.85,55.94
37.03,240.8,4607.71,80.28,3465.5,45.63,3270.71,55.39
35.37,241.12,6517.01,77.72,3444.47,45.65,3274.61,56.3
34.72,241.42,5188.21,79.76,3452.33,45.63,3271.5,56.33
37.03,241.73,4721.09,76.28,3447.09,45.65,3276.92,55.07
37.03,242.04,4811.79,77.81,3452.33,45.63,3273.85,54.63
37.03,242.35,3895.69,74.39,3473.36,45.63,3276.95,55.71
36.03,242.67,4643.99,83.18,3481.22,45.65,3273.05,56.15
36.51,242.98,2249.43,82.32,3444.47,45.61,3273.85,57.2
37.03,243.29,3727.89,83.36,3557.48,45.61,3358.15,58.2
37.73,243.61,1859.41,99.47,3557.48,45.63,3308.52,60.81
37.03,243.92,2589.57,85.71,3602.15,45.61,3362.01,61.1
36.51,244.23,2530.61,87.05,3594.29,45.63,3363.56,60.75
37.03,244.54,1092.97,89.71,3610.08,45.61,3379.84,60.57
37.73,244.85,2662.13,81.68,3633.73,45.61,3382.95,60.54
36.8,245.16,2362.81,76.04,3610.08,45.63,3372.88,59.28
37.03,245.47,2476.19,80.4,3602.15,45.63,3362.77,57.7
37.73,245.78,2458.05,81.35,3610.08,45.65,3364.32,57.82
37.03,246.09,2888.89,83.03,3617.94,45.67,3373.63,59.66
36.51,246.41,3560.09,78.66,3644.21,45.67,3382.95,59.84
37.73,246.72,4195.01,77.96,3649.45,45.69,3378.29,59.96
36.51,247.04,4535.15,78.81,3623.18,45.71,3372.08,60.22
37.03,247.35,2589.57,78.88,3607.4,45.73,3306.97,59.43
37.03,247.65,2140.59,85.04,3589.05,45.76,3357.36,61.07
37.03,247.96,3786.85,83.73,3573.26,45.77,2510.14,59.63
36.51,248.27,4925.17,74.82,3552.24,45.76,3164.34,60.16
36.99,248.59,2961.45,91.2,4196.23,46.01,3655.49,63.7
36.88,248.9,3859.41,72.96,4049.02,45.99,3564.08,62.59
37.22,249.21,4888.89,85.89,3964.9,46.03,3490.68,61.77
36.89,249.52,3841.27,88.3,3975.45,46.05,3489.16,61.24
37.92,249.84,2439.91,98.95,3951.8,46.07,3489.13,60.57
35.86,250.15,3523.81,77.75,3602.15,46.11,3275.7,58.2
37.22,250.46,4122.45,73.45,3578.51,46.11,3366.29,58.76
37.22,250.77,3859.41,74.48,3746.74,46.07,3416.71,59.52
36.68,251.09,4045.35,78.54,3733.57,46.03,3271.05,60.19
37.22,251.4,3972.79,70.15,3715.23,46.03,3398.92,60.78
37.22,251.71,3877.55,90.1,3702.06,46.09,3398.16,60.63
36.71,252.02,5260.77,90.1,3702.06,46.13,3402.78,61.07
36.7,252.34,5092.97,87.88,3702.06,46.16,3383.4,61.01
37.92,252.65,3428.57,92.45,3715.23,46.18,3380.45,60.81
37.22,252.97,907.03,117.17,3749.36,46.2,3376.7,61.51
36.7,253.28,3637.19,78.48,3770.39,46.2,3387.56,61.95
37.22,253.59,1913.83,98.92,3783.56,46.24,3385.25,61.86
37.22,253.9,3523.81,79.39,3751.98,46.24,3379.84,62.3
37.38,254.21,3804.99,77.26,3757.29,46.26,3374.39,61.77
36.7,254.53,2907.03,81.35,3754.6,46.28,3382.95,61.83
37.23,254.84,2888.89,93.89,3786.18,46.28,3390.67,62.21
36.7,255.15,4870.75,75.12,3778.32,46.31,3387.6,62.3
37.22,255.46,2362.81,95.44,3788.8,46.28,3389.95,62.53
37.92,255.78,1859.41,99.04,3780.94,46.33,3386.84,62.68
36.7,256.1,1374.15,102.95,3786.18,46.34,3383.74,62.62
37.22,256.41,2775.51,76.01,3762.53,46.33,3372.12,62.3
36.7,256.72,3972.79,62.77,3783.56,46.33,3373.67,62.33
37.22,257.03,3614.51,82.75,3767.77,46.34,3375.22,62.24
37.22,257.34,2680.27,102.67,3765.15,46.33,3373.67,62.12
37.23,257.65,3206.35,105.91,3815.07,46.33,3386.84,62.09
22.31,257.97,725.62,96.91,3951.8,45.56,3506.88,62.74
35.55,258.28,3809.52,73.9,3799.35,45.61,3464.79,62.8
37.22,258.59,1251.7,88.79,3778.32,45.61,3421.4,63.32
37.22,258.9,4167.8,80.0,3762.53,45.61,3178.8,61.51
35.55,259.22,4539.68,77.26,3846.65,45.63,3418.72,63.29
36.7,259.54,5065.76,85.04,3823.0,45.63,3394.76,62.74
36.7,259.85,4503.4,82.57,3823.0,45.63,3398.62,62.04
36.7,260.17,5156.46,79.3,3483.91,45.63,3248.07,60.83
36.7,260.48,4730.16,82.14,3494.39,45.63,3219.34,60.48
37.22,260.8,3365.08,89.58,3475.98,45.65,3253.41,60.01
36.02,261.1,4539.68,88.43,3483.91,45.65,3268.13,60.19
37.22,261.41,3809.52,93.15,3478.6,45.65,3262.72,59.72
33.47,261.73,4934.24,86.41,3483.91,45.63,3259.62,58.58
35.55,262.05,3473.92,77.47,3499.63,45.61,3243.38,58.49
33.46,262.36,5120.18,79.79,3515.42,45.61,3287.52,58.61
37.22,262.67,4839.0,78.27,3499.63,45.61,3210.03,57.79
34.89,262.98,4448.98,81.84,3497.01,45.61,3277.45,57.91
37.22,263.29,4730.16,88.18,3465.5,45.61,3132.5,58.02
37.22,263.6,5120.18,85.28,3439.16,45.61,3258.82,58.4
36.02,263.91,4108.84,88.88,3457.57,45.61,3257.27,57.73
37.22,264.22,3342.4,86.72,3465.5,45.61,3264.23,58.26
37.22,264.54,3605.44,83.42,3465.5,45.61,3184.44,57.88
36.7,264.84,4970.52,83.06,3483.91,45.63,3163.5,58.46
37.22,265.15,4521.54,82.35,3497.01,45.65,3269.69,59.96
37.22,265.46,3832.2,89.62,3470.74,45.67,3253.41,59.52
37.22,265.78,4616.78,93.09,3452.33,45.69,3252.61,60.37
36.7,266.08,3959.18,88.88,3415.51,45.71,3244.85,60.75
34.9,266.39,4598.64,86.56,3436.54,45.73,3237.09,59.63
37.92,266.71,3138.32,88.21,3444.47,45.77,3247.16,59.22
35.55,267.03,4970.52,90.9,3454.95,45.79,3247.96,59.72
37.23,267.34,4072.56,83.94,3465.5,45.82,3251.82,59.81
38.06,267.65,4299.32,87.66,3470.74,45.84,3249.51,60.4
37.05,267.95,3251.7,85.92,3715.23,46.07,3321.05,61.71
37.22,268.26,1827.66,87.85,3670.48,46.09,3312.54,61.24
37.22,268.57,3718.82,84.76,3657.38,46.11,3300.88,58.2
37.2,268.88,3365.08,87.69,3644.21,46.13,3306.33,58.67
36.7,269.2,3083.9,83.03,3652.14,46.13,3307.09,61.24
37.22,269.51,3251.7,87.08,3662.62,46.13,3311.74,61.3
36.7,269.82,2317.46,82.02,3649.45,46.11,3302.43,59.43
37.38,270.14,2970.52,89.31,3657.38,46.09,3305.53,59.93
36.48,270.46,3383.22,81.19,3636.35,46.05,3299.33,59.9
37.22,270.77,3492.06,85.68,3273.61,46.03,3171.91,57.61
37.22,271.08,2725.62,89.98,3257.82,46.01,3116.3,56.12
38.48,271.39,1251.7,94.92,3247.27,45.99,3120.16,55.94
36.02,271.7,2335.6,88.52,3228.86,45.97,3114.75,56.15
36.85,272.01,3342.4,90.38,3247.27,45.97,3124.06,56.09
37.22,272.32,3868.48,79.18,3252.58,45.92,3127.92,56.41
37.22,272.63,3174.6,86.41,3255.2,45.9,3121.75,56.12
36.55,272.94,3174.6,86.69,3244.65,45.9,3117.06,55.89
37.22,273.26,3605.44,77.72,3249.89,45.9,3125.61,56.18
36.7,273.57,5324.26,82.02,3252.58,45.88,3124.82,56.71
36.7,273.88,4598.64,81.16,3228.86,45.86,3107.78,57.53
37.22,274.19,5029.48,80.0,3239.41,45.84,3118.61,58.38
37.22,274.5,4503.4,84.83,3249.89,45.84,3121.71,58.7
36.7,274.82,5514.74,81.93,3397.1,45.82,3189.21,59.87
37.22,275.13,3791.38,86.81,3391.86,45.82,3174.52,59.99
36.7,275.44,4149.66,84.92,3381.38,45.82,3179.97,60.31
36.7,275.75,5922.9,74.7,3397.1,45.79,3183.83,60.69
37.92,276.07,5179.14,77.66,3397.1,45.79,3185.38,60.37
34.89,276.38,6653.06,72.87,3357.73,45.79,3171.42,60.63
34.48,276.7,4430.84,77.2,3394.48,45.79,3176.07,60.66
37.22,277.01,4784.58,61.03,3394.48,45.79,3181.49,60.28
32.5,277.31,4258.5,72.87,3468.12,45.61,3294.4,59.63
33.47,277.63,5981.86,73.08,3523.28,45.61,3242.77,60.22
34.48,277.94,6263.04,69.33,3452.33,45.58,3295.01,59.08
30.17,278.25,5868.48,69.39,3473.36,45.58,3305.0,59.75
34.33,278.57,5197.28,76.1,3499.63,45.61,3248.79,61.57
31.91,278.88,5886.62,84.12,3507.56,45.58,3254.28,61.33
35.55,279.2,4108.84,68.32,3494.39,45.61,3252.73,61.36
29.38,279.51,6562.36,63.53,3515.42,45.63,3258.94,59.17
29.39,279.82,5401.36,81.35,3504.94,45.63,3254.28,59.11
36.7,280.12,5832.2,87.51,3520.66,45.63,3256.59,59.22
34.47,280.44,5700.68,77.01,3531.21,45.63,3265.9,60.42
27.25,280.75,5532.88,62.0,3523.28,45.61,3262.04,58.52
26.6,281.06,6712.02,63.04,3531.21,45.58,3255.83,59.37
