ROP(1 m),Depth(m),weight on bit (kg),Rotary Speed (rpm),Pump Press (KPa),Temp In(degC),Flow In(liters/min),Flow Out %
4.69,1878.2,14789.12,43.87,9485.73,45.29,2237.06,70.86
4.63,1878.51,14734.69,40.01,9490.97,45.24,2255.01,71.99
5.3,1878.81,15256.24,40.28,9490.97,45.29,2268.07,71.52
4.65,1879.12,15079.37,41.38,9355.14,45.22,2242.78,73.92
5.0,1879.43,15564.63,45.39,9433.46,45.16,2258.26,73.92
4.7,1879.74,15469.39,40.34,9595.43,45.08,2246.04,73.36
2.37,1880.05,11451.25,44.26,9271.57,44.95,2298.2,73.26
3.13,1880.36,10503.4,44.74,8931.99,45.14,2395.22,69.26
3.92,1880.66,11528.34,39.25,8613.37,45.33,2324.32,71.14
3.52,1880.97,10911.56,40.93,8503.67,45.43,2305.54,74.02
3.86,1881.28,10988.66,42.17,8519.32,45.43,2282.72,73.83
4.4,1881.59,11664.4,42.09,8618.54,45.42,2264.77,74.2
3.66,1881.9,12476.19,46.73,8785.75,45.46,2232.18,72.08
3.93,1882.2,12512.47,41.44,9109.61,45.52,2224.04,72.7
3.55,1882.51,11759.64,39.19,9187.93,45.54,2240.32,74.72
4.53,1882.82,8916.1,43.49,9020.8,47.22,2294.87,74.67
2.34,1883.13,11156.46,44.83,9120.09,47.36,2294.03,74.39
2.24,1883.43,10870.75,41.3,9250.68,47.51,2309.55,75.99
2.63,1883.74,11197.28,38.43,9177.52,47.56,2291.61,75.62
2.27,1884.05,11219.95,39.19,9182.76,47.62,2293.24,75.52
2.29,1884.36,11564.63,41.66,9187.93,47.7,2294.87,75.33
1.76,1884.67,11546.49,37.54,9187.93,47.59,2289.15,75.57
2.68,1884.97,12013.61,41.04,9271.57,47.59,2310.35,75.95
4.65,1885.28,15392.29,45.8,9161.87,47.66,2325.04,75.48
4.0,1885.59,16022.68,47.37,8963.36,47.89,2365.05,75.19
3.39,1885.9,15555.56,38.14,8879.79,47.96,2391.96,76.32
3.76,1886.21,16126.98,40.6,8947.64,48.02,2384.62,77.22
3.77,1886.51,15659.86,40.83,8691.7,48.14,2305.47,75.62
4.08,1886.82,16185.94,38.3,9104.36,47.43,2338.97,75.85
4.04,1887.13,15678.0,39.98,9229.78,47.51,2344.68,75.95
4.36,1887.44,15537.41,37.95,9250.68,47.56,2332.46,76.28
4.68,1887.75,15922.9,39.64,9292.46,47.58,2330.83,76.94
4.19,1888.06,15736.96,43.84,9302.87,47.62,2325.95,77.78
4.68,1888.36,15859.41,38.33,9261.09,47.59,2318.6,78.16
4.28,1888.67,15818.59,41.13,9214.06,47.64,2327.57,78.4
4.33,1888.98,15759.64,42.76,9167.04,47.72,2334.92,78.96
4.21,1889.29,16063.49,37.5,9125.26,47.79,2344.68,78.44
4.61,1889.6,15578.23,37.3,9104.36,47.77,2345.52,77.59
3.3,1889.91,16331.07,38.24,9104.36,47.7,2334.92,77.45
3.53,1890.21,16045.35,41.97,9005.15,47.7,2308.8,76.98
3.66,1890.52,15963.72,36.81,9073.06,47.59,2316.97,76.61
3.27,1890.83,15759.64,36.1,8764.86,47.74,2375.65,78.87
3.19,1891.13,15537.41,33.58,8900.69,47.92,2361.79,78.54
3.56,1891.44,16317.46,38.61,9386.44,45.88,2344.65,78.87
4.61,1891.76,15990.93,39.7,9443.94,46.28,2351.16,78.02
4.69,1892.07,16154.2,41.0,9527.51,46.54,2356.04,78.25
5.33,1892.37,16072.56,37.54,9517.03,46.75,2341.39,78.3
5.01,1892.68,16072.56,39.98,9527.51,47.02,2342.18,79.01
5.25,1892.99,15705.22,40.78,9433.46,47.17,2354.41,79.1
4.09,1893.29,15746.03,44.4,9229.78,47.3,2337.3,79.29
4.6,1893.6,15746.03,41.22,9266.33,47.38,2338.93,78.49
4.38,1893.91,15968.25,43.54,9281.98,47.45,2347.07,78.72
4.5,1894.22,16172.34,43.69,9287.22,47.53,2343.81,77.88
4.0,1894.53,15482.99,39.29,9208.89,47.62,2331.59,77.92
4.52,1894.83,15886.62,39.26,9187.93,47.7,2322.61,77.88
4.06,1895.15,16090.7,44.4,9125.26,47.79,2316.07,77.08
4.19,1895.46,16049.89,39.0,9146.15,47.81,2313.64,76.65
3.83,1895.76,16031.75,37.54,9219.3,47.85,2320.99,77.22
4.18,1896.07,15845.8,42.32,9245.44,47.89,2323.41,77.83
3.78,1896.38,16009.07,39.38,9261.09,47.87,2322.61,77.69
4.36,1896.69,15804.99,34.29,9114.85,46.62,2305.54,77.41
4.43,1896.99,16090.7,37.91,9182.76,46.92,2325.95,77.97
3.9,1897.3,15786.85,36.04,9078.23,47.09,2308.8,77.26
4.62,1897.61,16154.2,37.65,9130.5,47.15,2312.89,76.75
4.05,1897.92,15968.25,39.98,9120.09,47.24,2316.97,76.7
4.89,1898.23,16049.89,44.54,9104.36,47.3,2308.0,77.31
4.5,1898.54,15827.66,36.98,9031.28,47.41,2294.94,76.79
4.77,1898.84,15990.93,39.95,9041.69,47.34,2294.15,75.99
4.66,1899.15,16090.7,37.22,8958.12,47.41,2279.46,76.32
3.94,1899.46,15968.25,43.76,8874.55,47.43,2272.12,75.8
4.06,1899.77,15786.85,41.21,9120.09,47.45,2310.42,76.65
4.02,1900.08,16235.83,39.95,9031.28,47.43,2291.69,77.31
5.46,1900.38,16358.28,36.84,9151.39,47.38,2304.75,76.98
4.54,1900.69,15442.18,37.19,9088.71,47.38,2327.57,76.56
5.53,1901.0,15959.18,47.0,9193.17,44.59,2355.28,77.69
4.76,1901.31,15746.03,39.29,9234.96,45.16,2351.19,78.44
4.25,1901.62,16131.52,39.19,9224.54,45.61,2339.8,77.97
4.62,1901.93,16131.52,39.08,9229.78,45.88,2327.57,77.31
3.19,1902.23,15641.72,39.66,9245.44,46.2,2328.37,77.5
3.6,1902.54,15895.69,38.99,9198.41,46.43,2314.51,77.45
3.35,1902.85,15641.72,39.46,9240.2,46.49,2316.14,78.07
4.24,1903.15,15659.86,36.74,9386.44,46.6,2316.97,76.84
5.43,1903.46,16176.87,38.5,9365.55,46.71,2338.17,78.25
6.3,1903.77,16217.69,30.69,9349.9,46.81,2339.8,77.88
6.85,1904.08,15941.04,43.05,9349.9,46.86,2342.22,77.74
8.27,1904.39,16303.85,41.21,9370.79,46.94,2341.43,77.69
7.44,1904.7,16258.5,36.57,9349.9,47.02,2345.52,76.94
6.44,1905.0,16240.36,43.5,9323.76,47.04,2354.45,77.41
6.06,1905.31,16108.84,43.06,9344.66,47.11,2347.94,77.55
6.35,1905.62,16580.5,41.82,9355.14,47.19,2338.97,70.39
7.29,1905.93,15832.2,36.72,9355.14,47.24,2343.06,71.24
6.56,1906.25,16240.36,38.12,9339.48,47.26,2346.31,71.76
7.64,1906.55,16176.87,37.22,9365.55,47.28,2340.59,71.0
6.44,1906.86,16195.01,39.19,9339.48,47.3,2334.92,70.62
6.3,1907.17,16412.7,36.02,9344.66,47.3,2335.71,70.01
6.44,1907.48,16281.18,35.75,9402.16,47.3,2335.71,71.19
6.64,1907.78,16625.85,32.39,9386.44,47.28,2332.46,70.95
7.39,1908.09,16195.01,36.95,9402.16,47.26,2325.11,71.14
6.05,1908.4,15746.03,36.53,9407.33,47.32,2332.46,69.92
7.59,1908.71,16240.36,37.86,9402.16,47.3,2334.92,70.34
6.03,1909.02,16045.35,37.67,9365.55,47.32,2325.95,70.86
7.06,1909.33,15705.22,37.92,9376.03,47.3,2325.11,71.76
7.11,1909.63,16281.18,33.97,9355.14,47.3,2318.6,74.3
7.8,1909.94,16390.02,41.35,9402.16,47.26,2327.57,73.83
9.2,1910.26,16326.53,46.47,9386.44,47.24,2318.6,75.05
10.01,1910.56,16027.21,46.56,9438.7,47.19,2319.4,75.8
5.74,1910.87,15596.37,41.53,9386.44,44.67,2338.97,75.62
4.82,1911.18,16131.52,40.34,9417.81,45.21,2344.68,75.52
5.43,1911.49,16090.7,41.8,9396.92,45.48,2346.31,75.57
5.25,1911.8,15854.88,42.01,9407.33,45.76,2347.94,75.38
4.43,1912.1,15705.22,39.7,9355.14,46.01,2342.22,75.43
4.21,1912.41,15705.22,39.84,9355.14,46.13,2340.59,74.86
4.21,1912.72,15596.37,39.37,9360.38,46.26,2341.43,74.58
4.68,1913.03,15941.04,39.78,9323.76,46.37,2333.25,74.06
4.35,1913.33,16090.7,37.97,9276.74,46.43,2324.32,74.58
4.56,1913.64,15895.69,37.44,9339.48,46.45,2337.34,73.07
4.07,1913.95,16326.53,32.19,9308.11,46.58,2338.97,72.84
4.38,1914.26,16263.04,37.91,9323.76,46.64,2338.97,71.9
4.13,1914.57,15791.38,39.7,9349.9,46.67,2344.68,70.25
4.61,1914.87,16068.03,48.2,9360.38,46.79,2343.06,68.69
4.43,1915.18,15941.04,39.44,9339.48,46.79,2346.31,67.71
5.28,1915.49,15959.18,41.5,9365.55,46.92,2345.52,69.21
4.48,1915.8,15446.71,34.46,9313.35,46.96,2340.59,72.93
4.99,1916.1,15510.2,36.84,9365.55,47.02,2346.31,72.56
4.88,1916.41,15981.86,36.13,9313.35,47.09,2337.34,73.92
4.15,1916.72,15596.37,41.7,9281.98,47.02,2337.34,73.12
5.13,1917.03,15941.04,43.9,9281.98,47.09,2333.25,72.74
4.56,1917.34,16090.7,41.73,9302.87,47.01,2340.59,73.31
5.89,1917.64,15532.88,47.21,9240.2,47.07,2333.25,73.97
6.19,1917.95,16027.21,49.91,9203.65,47.07,2338.97,74.49
4.58,1918.26,15619.05,41.22,9198.41,47.15,2331.62,75.85
4.23,1918.57,15959.18,41.19,9245.44,47.24,2333.25,76.13
4.76,1918.88,15727.89,48.49,9308.11,47.19,2336.54,75.9
5.13,1919.18,15705.22,40.11,9292.46,47.19,2334.08,76.75
4.58,1919.49,15596.37,44.36,9250.68,47.28,2319.4,77.5
4.76,1919.8,15941.04,38.24,9276.74,47.32,2312.89,77.26
4.7,1920.11,16027.21,47.41,9313.35,47.3,2319.4,74.86
4.58,1920.41,15791.38,37.39,9402.16,46.03,2329.2,67.99
4.28,1920.72,15981.86,40.33,9313.35,46.28,2326.74,68.22
3.53,1921.03,15854.88,40.13,9281.98,46.52,2325.11,70.77
4.4,1921.34,16090.7,39.28,9271.57,46.62,2322.69,71.71
3.66,1921.65,15877.55,39.73,9292.46,46.73,2330.0,73.87
4.04,1921.95,16004.54,38.84,9245.44,46.83,2316.97,73.5
3.77,1922.26,16131.52,37.25,9297.63,46.92,2327.57,74.06
4.34,1922.57,16131.52,44.92,9287.22,46.31,2318.6,74.49
3.65,1922.88,15941.04,40.42,9271.57,46.33,2310.42,73.26
4.15,1923.19,16154.2,43.08,9292.46,47.17,2323.48,74.06
3.89,1923.49,16217.69,40.02,9297.63,47.13,2324.32,74.06
3.47,1923.8,15682.54,37.42,9313.35,47.13,2320.23,74.63
3.96,1924.11,15918.37,39.7,9255.85,47.11,2315.35,74.91
4.28,1924.42,15809.52,36.11,9313.35,47.07,2319.4,75.38
4.4,1924.73,15918.37,37.27,9329.0,47.02,2326.74,75.19
4.15,1925.04,15596.37,37.89,9302.87,47.01,2316.97,73.31
4.38,1925.34,15682.54,35.34,9292.46,47.01,2325.11,73.83
3.91,1925.65,15705.22,38.4,9250.68,46.96,2318.6,73.59
4.32,1925.96,16154.2,41.97,9276.74,46.94,2319.4,73.92
3.93,1926.27,16027.21,41.53,9271.57,46.9,2320.23,74.06
4.31,1926.57,15682.54,45.68,9266.33,46.88,2318.6,73.54
4.36,1926.88,15809.52,47.82,9276.74,46.9,2320.23,73.87
4.2,1927.19,15981.86,41.12,9292.46,46.83,2325.95,72.7
4.2,1927.5,15981.86,38.93,9261.09,46.83,2316.14,74.16
4.56,1927.81,15895.69,40.43,9255.85,46.81,2311.26,74.02
4.82,1928.11,16108.84,41.36,9323.76,46.81,2321.02,74.58
3.82,1928.42,15791.38,41.95,9245.44,46.75,2317.77,72.93
4.56,1928.73,16131.52,39.16,9349.9,46.75,2329.2,71.71
4.35,1929.04,15877.55,45.88,9323.76,46.81,2325.11,69.82
4.26,1929.34,16045.35,42.42,9329.0,46.86,2326.74,67.14
4.31,1929.65,16004.54,44.05,9318.59,46.83,2323.48,65.02
4.7,1929.96,16263.04,44.31,9318.59,46.9,2321.86,66.06
3.79,1930.27,16018.14,53.31,8754.37,44.82,2241.15,63.47
6.59,1930.58,16068.03,46.15,8790.99,45.16,2230.55,66.1
4.33,1930.89,16344.67,47.84,8837.94,45.52,2239.52,65.35
5.55,1931.2,14848.07,48.9,8785.75,46.01,2238.69,66.25
4.8,1931.51,15727.89,44.07,8832.77,46.07,2223.21,65.44
3.67,1931.81,15746.03,44.37,8947.64,46.13,2247.66,67.89
3.93,1932.12,15383.22,41.65,8921.58,46.09,2241.15,70.3
3.53,1932.43,14784.58,44.8,8921.58,46.09,2250.92,72.27
4.28,1932.74,15319.73,46.47,8921.58,46.03,2246.87,72.27
3.69,1933.04,15233.56,44.28,8806.64,46.03,2277.83,72.84
3.78,1933.35,15319.73,47.21,8905.86,45.94,2230.55,71.94
3.57,1933.66,15727.89,45.88,8911.1,45.9,2248.5,71.57
3.51,1933.97,15405.9,43.88,8895.45,45.84,2245.24,73.31
3.7,1934.28,15319.73,46.44,8916.34,45.88,2250.12,73.78
3.87,1934.58,15446.71,48.48,8890.21,45.9,2244.41,72.79
3.77,1934.89,15895.69,43.93,8989.49,45.92,2253.38,72.13
3.81,1935.2,15619.05,44.66,8973.77,45.94,2258.26,72.18
4.21,1935.51,15705.22,44.33,8989.49,46.01,2260.72,71.28
3.83,1935.82,15895.69,44.14,8994.67,46.05,2264.77,73.64
4.34,1936.12,15854.88,45.39,8952.88,46.16,2257.47,72.13
3.88,1936.43,15809.52,44.58,8890.21,46.26,2275.37,72.51
3.83,1936.74,15532.88,43.85,8869.31,46.31,2281.92,72.41
4.33,1937.04,15641.72,41.12,8858.83,46.24,2267.23,72.18
3.86,1937.35,15809.52,46.06,8853.66,46.22,2267.23,71.28
4.02,1937.66,15424.04,43.15,8879.79,46.18,2263.15,70.67
4.06,1937.97,15895.69,41.01,8853.66,46.18,2246.87,69.64
4.23,1938.27,15809.52,47.98,8958.12,46.18,2263.15,72.98
3.81,1938.58,15941.04,48.51,8890.21,46.2,2254.17,71.8
4.04,1938.89,15809.52,42.0,8811.88,46.2,2352.82,72.46
3.86,1939.2,15768.71,42.42,8618.54,46.26,2307.17,74.02
3.44,1939.51,15727.89,42.96,8879.79,46.33,2278.67,73.97
4.2,1939.81,16045.35,42.5,8874.55,46.39,2279.46,73.5
4.07,1940.12,15981.86,47.46,8853.66,46.39,2279.46,73.64
3.6,1940.43,15963.72,44.58,8764.86,46.03,2243.57,74.39
3.7,1940.74,16095.24,45.15,8806.64,46.2,2251.75,77.03
3.69,1941.05,16244.9,43.66,8733.48,46.68,2266.4,74.77
3.49,1941.36,15922.9,45.71,8587.24,46.9,2289.26,75.1
3.79,1941.66,16031.75,45.22,8576.76,46.9,2277.0,73.78
3.29,1941.97,15922.9,44.1,8639.44,46.86,2278.67,72.89
4.03,1942.28,15945.58,45.36,8629.02,46.86,2268.86,73.17
3.43,1942.59,15922.9,43.23,8655.16,46.83,2267.23,72.41
2.3,1942.9,11192.74,47.49,8623.78,46.88,2276.2,73.03
7.09,1943.21,16136.05,43.9,8665.57,46.88,2252.55,73.54
3.72,1943.52,15795.92,46.62,8702.18,46.83,2250.92,73.92
3.14,1943.83,15773.24,44.14,8728.24,46.9,2247.66,73.36
3.8,1944.14,15709.75,43.6,8743.96,47.01,2250.92,73.45
3.97,1944.44,15773.24,44.81,8681.29,47.11,2256.63,73.83
4.03,1944.76,15773.24,44.13,8629.02,47.15,2247.66,74.02
4.0,1945.07,15709.75,58.19,8649.92,47.19,2261.52,74.63
4.09,1945.37,15664.4,42.96,8665.57,47.3,2264.77,72.27
5.13,1945.68,15773.24,45.37,8582.0,47.32,2263.98,73.31
5.75,1945.99,15664.4,39.16,8618.54,47.36,2257.47,72.89
6.44,1946.3,15814.06,42.82,8670.81,47.38,2260.72,73.73
4.43,1946.6,15709.75,44.78,8644.68,47.36,2277.0,73.26
5.35,1946.91,15963.72,47.76,8545.46,47.43,2275.37,73.21
5.35,1947.22,15750.57,46.24,8613.37,47.43,2270.49,72.7
4.45,1947.53,16199.55,40.8,8696.94,47.43,2260.72,73.31
5.1,1947.84,15963.72,56.49,8608.13,47.47,2268.07,74.25
4.36,1948.14,16113.38,36.21,8623.78,47.51,2251.75,72.79
4.86,1948.45,16158.73,51.24,8639.44,47.58,2248.5,71.71
4.31,1948.76,15859.41,45.03,8681.29,47.62,2263.15,72.23
4.22,1949.07,16072.56,44.43,8649.92,47.68,2258.26,72.08
3.69,1949.38,15773.24,46.15,8629.02,47.81,2268.07,71.24
4.46,1949.69,15877.55,47.67,8696.94,45.48,2294.94,75.52
4.14,1950.0,16371.88,45.1,8696.94,46.16,2320.23,75.43
3.46,1950.31,15410.43,42.36,8576.76,46.73,2282.72,74.53
4.3,1950.62,16263.04,43.98,8623.78,46.98,2279.46,73.59
4.14,1950.93,16181.41,64.44,8534.98,47.17,2279.46,74.44
5.07,1951.24,15496.6,39.81,8597.65,47.28,2265.61,74.35
3.61,1951.55,15664.4,47.09,8597.65,47.45,2261.52,74.53
3.78,1951.85,15451.25,43.81,8613.37,47.64,2263.98,73.45
3.32,1952.16,15537.41,45.22,8597.65,47.68,2260.72,72.98
3.64,1952.47,15859.41,44.42,8655.16,47.79,2268.86,72.79
3.48,1952.78,15560.09,41.33,8477.54,47.89,2237.9,71.05
3.94,1953.08,15773.24,44.1,8487.95,47.98,2247.66,71.76
3.54,1953.39,15324.26,41.24,8425.28,48.06,2241.95,74.91
4.15,1953.7,15646.26,39.08,8430.52,48.04,2236.27,74.67
3.92,1954.01,15541.95,35.52,8420.04,48.17,2253.38,74.3
4.31,1954.33,15505.67,42.27,8467.06,48.23,2246.87,73.87
4.07,1954.64,15687.07,42.81,8451.41,48.29,2247.66,74.11
3.56,1954.95,15537.41,43.19,8430.52,48.29,2237.9,73.21
4.04,1955.26,15795.92,46.35,8477.54,48.26,2244.41,73.45
3.82,1955.57,15750.57,48.86,8498.43,48.27,2244.41,72.41
4.4,1955.87,15814.06,47.18,8482.78,48.32,2242.78,72.89
3.58,1956.18,15324.26,45.88,8508.84,48.36,2248.5,73.83
4.01,1956.49,15859.41,45.88,8482.78,48.42,2242.78,73.78
3.58,1956.8,15709.75,47.02,8514.08,48.51,2257.47,73.17
3.53,1957.1,15773.24,37.1,8493.19,48.55,2237.9,73.83
3.67,1957.41,15238.1,40.9,8482.78,48.61,2236.27,73.03
3.47,1957.72,15410.43,45.56,8367.84,48.63,2228.93,73.92
4.15,1958.03,15646.26,47.81,8435.76,48.66,2241.15,74.3
3.9,1958.34,15269.84,43.52,8472.3,48.68,2252.55,73.5
4.44,1958.65,14938.78,45.54,8555.87,48.74,2253.38,72.65
4.93,1958.96,15600.91,44.92,8451.41,48.76,2230.55,72.7
4.65,1959.27,16199.55,45.24,9015.56,41.58,2293.24,70.62
4.45,1959.58,16049.89,48.37,9015.56,42.74,2296.49,70.58
4.25,1959.89,15859.41,51.78,9104.36,43.68,2316.9,70.95
4.45,1960.2,15750.57,48.8,9067.82,44.38,2312.01,72.79
3.77,1960.5,15986.39,45.16,9078.23,45.21,2319.36,71.85
4.38,1960.81,16199.55,44.99,9036.45,45.71,2305.47,70.58
4.82,1961.12,15877.55,43.57,9114.85,46.16,2311.18,70.95
4.6,1961.43,16199.55,43.95,9146.15,46.52,2316.07,70.25
3.1,1961.73,15900.23,50.16,9088.71,46.88,2299.75,73.59
3.26,1962.04,15922.9,48.42,9104.36,47.11,2301.38,74.16
4.15,1962.35,16031.75,44.49,9078.23,47.32,2287.52,73.4
5.62,1962.66,16031.75,44.95,9062.58,47.41,2291.61,72.65
3.44,1962.97,15859.41,47.53,9041.69,47.58,2294.87,68.27
3.19,1963.27,15963.72,45.33,8790.99,47.66,2258.98,72.23
3.44,1963.58,15727.89,44.89,8806.64,47.64,2275.3,75.24
4.45,1963.89,16113.38,42.9,8827.53,47.77,2267.95,74.91
3.44,1964.19,15419.5,41.21,8827.53,47.89,2281.81,75.15
3.33,1964.5,15600.91,45.65,8864.07,47.89,2273.67,74.96
4.41,1964.81,16181.41,45.5,8837.94,47.89,2263.86,74.58
4.74,1965.12,15922.9,44.22,8843.18,47.96,2263.86,74.58
5.47,1965.43,16031.75,46.18,8843.18,47.98,2259.78,74.77
4.65,1965.74,15836.73,42.27,8973.77,48.04,2278.55,74.02
4.34,1966.04,15859.41,42.5,9266.33,48.08,2333.21,75.95
4.29,1966.35,15814.06,42.81,9318.59,48.11,2346.27,77.26
5.11,1966.66,16049.89,36.71,9355.14,48.14,2342.18,77.5
4.38,1966.96,16199.55,41.91,9386.44,48.23,2354.41,76.04
4.61,1967.27,15836.73,40.93,9386.44,48.34,2351.99,76.65
4.12,1967.58,15646.26,36.66,9365.55,48.4,2356.87,69.68
3.25,1967.89,15451.25,41.0,8926.75,48.51,2292.41,68.18
4.28,1968.2,15387.76,38.26,8911.1,48.34,2276.92,67.99
3.78,1968.51,16585.03,41.47,8979.01,48.21,2274.46,68.08
5.29,1968.81,15301.59,42.55,10629.75,46.62,2533.92,73.31
5.2,1969.12,16480.73,37.35,9266.33,47.07,2349.53,68.79
4.09,1969.43,16222.22,39.81,9219.3,47.36,2370.73,69.68
4.95,1969.74,16458.05,38.67,9177.52,47.58,2371.56,69.26
4.2,1970.05,16095.24,39.09,9052.17,47.77,2336.47,68.6
4.79,1970.35,16072.56,43.34,9083.47,47.85,2334.05,68.18
4.2,1970.66,16308.39,42.04,9130.5,47.92,2332.38,68.84
4.34,1970.97,16009.07,40.14,9135.74,47.81,2322.61,68.6
4.1,1971.28,16417.23,39.72,9156.63,47.79,2317.69,67.47
4.09,1971.58,16244.9,41.1,9182.76,47.72,2312.81,66.62
3.9,1971.89,16458.05,42.14,9182.76,47.7,2303.84,66.57
2.89,1972.2,15945.58,40.31,9203.65,47.62,2314.44,67.52
4.28,1972.51,16480.73,35.41,9151.39,47.72,2329.12,68.55
3.94,1972.82,16267.57,37.97,9151.39,47.81,2344.65,69.4
3.9,1973.12,16049.89,38.99,9114.85,47.92,2344.65,69.49
4.01,1973.43,15986.39,38.97,9104.36,48.02,2344.65,68.55
5.18,1973.74,16435.37,38.24,9130.5,48.11,2343.81,71.33
4.21,1974.05,16566.89,42.73,9120.09,48.11,2348.73,69.64
4.93,1974.36,16285.71,42.38,9140.98,48.04,2346.27,70.2
4.38,1974.66,16371.88,41.71,9156.63,48.02,2343.02,71.52
4.19,1974.97,16181.41,40.78,9187.93,47.96,2343.81,68.84
4.8,1975.28,15818.59,39.22,9234.96,47.96,2344.65,68.74
5.04,1975.59,16480.73,43.05,9224.54,47.89,2339.72,68.93
5.46,1975.89,15968.25,39.43,9355.14,47.92,2341.39,68.22
5.3,1976.2,16503.4,39.92,9329.0,47.92,2345.44,68.65
5.06,1976.51,15900.23,38.61,9318.59,47.96,2356.04,70.44
4.33,1976.82,15986.39,43.06,9308.11,47.96,2351.99,67.8
5.46,1977.13,16285.71,39.57,9318.59,47.98,2343.02,67.85
5.9,1977.43,16458.05,43.14,9302.87,48.0,2333.21,67.8
5.54,1977.74,16222.22,42.35,9318.59,48.06,2334.84,69.92
6.48,1978.05,16072.56,41.7,9344.66,48.06,2336.47,68.93
5.15,1978.36,16222.22,46.18,9323.76,48.17,2352.78,71.61
4.76,1978.67,15637.19,44.83,9381.27,46.28,2393.59,75.38
3.94,1978.97,16172.34,43.11,9329.0,46.77,2378.9,73.36
4.01,1979.28,15786.85,41.25,9140.98,47.04,2338.1,73.26
3.76,1979.59,16276.64,45.8,9140.98,47.26,2334.84,74.02
3.67,1979.9,16448.98,45.44,9130.5,47.45,2335.67,72.89
3.68,1980.21,16299.32,43.28,9161.87,47.62,2316.07,72.32
3.4,1980.52,15977.32,43.15,9187.93,47.68,2319.36,72.6
3.38,1980.83,16000.0,40.89,9193.17,47.79,2328.33,70.91
3.64,1981.13,15591.84,39.47,9177.52,47.96,2338.93,72.13
4.48,1981.44,16195.01,38.46,9203.65,48.04,2330.75,71.99
4.3,1981.75,15936.51,38.43,9151.39,48.08,2330.75,73.07
3.91,1982.06,16108.84,38.2,9167.04,48.13,2336.47,71.05
3.39,1982.37,15637.19,40.84,9161.87,48.21,2340.56,70.01
3.85,1982.68,16195.01,39.95,9172.28,48.27,2340.56,68.69
3.64,1983.0,16322.0,39.08,9114.85,48.32,2329.12,67.61
4.54,1983.3,15741.5,38.94,9109.61,48.38,2320.15,68.65
3.68,1983.61,15827.66,42.11,9130.5,48.47,2325.04,68.13
4.05,1983.92,15659.86,44.75,9125.26,48.55,2325.04,68.84
4.07,1984.23,15959.18,41.35,9172.28,48.51,2306.3,69.21
3.38,1984.54,15723.36,44.22,9156.63,48.61,2319.36,68.18
3.96,1984.84,15292.52,37.68,9125.26,48.57,2321.78,71.57
4.88,1985.15,15809.52,39.9,9109.61,48.59,2328.33,75.05
4.33,1985.46,16086.17,40.89,9093.95,48.66,2322.61,75.1
3.81,1985.77,15723.36,40.78,9083.47,48.72,2315.27,75.43
4.37,1986.07,15959.18,43.84,9161.87,48.66,2323.41,75.71
3.77,1986.38,15614.51,39.75,9214.06,48.68,2320.99,77.08
4.58,1986.69,15827.66,40.28,9245.44,48.63,2325.87,76.65
4.5,1987.0,15678.0,40.4,9287.22,48.61,2322.61,75.38
4.9,1987.31,15809.52,41.41,9313.35,48.57,2329.12,76.18
4.8,1987.62,15741.5,41.85,9313.35,48.57,2325.87,76.75
4.29,1987.92,15873.02,39.4,9360.38,48.55,2312.01,75.95
7.56,1988.24,17029.48,44.87,9020.8,47.17,2277.0,75.48
5.23,1988.54,16045.35,37.19,9334.24,47.34,2326.74,76.28
4.64,1988.85,16390.02,38.68,9329.0,47.47,2336.54,77.17
5.18,1989.16,15727.89,40.11,9376.03,47.58,2338.97,77.41
5.04,1989.47,16326.53,40.84,9250.68,47.64,2323.48,77.41
4.54,1989.77,15963.72,41.74,9261.09,47.72,2308.0,77.5
4.28,1990.08,16068.03,39.98,9250.68,47.83,2312.09,77.45
5.6,1990.39,15963.72,35.86,9187.93,47.85,2310.42,77.88
7.46,1990.7,16090.7,42.52,9329.0,47.93,2330.83,76.42
6.52,1991.01,16240.36,44.65,9313.35,47.96,2317.77,78.77
5.4,1991.32,16004.54,40.89,9360.38,47.98,2333.25,77.64
5.71,1991.62,16303.85,40.1,9313.35,48.0,2330.83,77.88
4.25,1991.93,16090.7,40.75,9292.46,48.02,2330.83,78.16
5.57,1992.24,16498.87,33.07,9376.03,48.04,2281.09,77.26
9.92,1992.55,16625.85,28.36,9365.55,48.0,2277.0,78.44
8.15,1992.86,16217.69,38.82,9339.48,48.02,2285.97,77.92
8.27,1993.17,15768.71,37.41,9339.48,47.98,2298.2,76.89
8.2,1993.48,15981.86,38.46,9485.73,48.0,2338.97,77.64
6.56,1993.79,15941.04,40.02,9193.17,48.02,2297.4,77.74
4.77,1994.09,16176.87,42.38,9318.59,48.08,2331.62,78.21
5.15,1994.4,16390.02,42.29,9344.66,48.17,2332.46,78.35
3.81,1994.71,16113.38,43.96,9355.14,48.17,2347.94,78.3
4.41,1995.02,16027.21,38.08,9365.55,48.23,2345.52,78.16
4.63,1995.32,16517.01,41.62,9334.24,48.26,2343.06,77.22
4.47,1995.63,16176.87,41.92,9334.24,48.36,2343.06,78.16
5.93,1995.94,15641.72,38.59,9046.93,48.32,2398.47,79.9
5.08,1996.25,16326.53,43.5,8597.65,48.72,2423.76,80.0
4.43,1996.56,16240.36,46.36,8023.09,49.16,2362.63,78.58
5.51,1996.86,16625.85,45.27,8420.04,49.63,2303.91,77.08
