Depth(ft),Depth(m),ROP(1 ft),ROP(1 m),weight on bit (k-lbs),weight on bit (kg),Temp Out( degF),Temp Out( degC),Temp In(degF),Temp In(degC),Pit Total (bbls),Pit Total (m3),Pump Press (psi),Pump Press (KPa),Hookload (k-lbs),Hookload (kg),Surface Torque (psi),Surface Torque (KPa),Rotary Speed (rpm),Flow In (gal/min),Flow In(liters/min),Flow Out %,WH Pressure (psi),WH Pressure (KPa),H2S Floor,H2S Cellar,H2S Pits
5561.15,1694.96,11,3.35,30.44,13804.99,119.45,48.58,108.9,42.72,236.72,37.64,1228.4,8469.82,104.21,47260.77,163.8,1129.40,90.73,642.66,2432.73,77.55,0.79,5.45,-0.06,-0.01,0.32
5562.16,1695.26,10.04,3.06,29.38,13324.26,119.41,48.56,108.71,42.62,235.62,37.46,1223.1,8433.27,105.27,47741.50,171.73,1184.08,89.75,637.71,2413.99,78.3,1.17,8.07,-0.05,0,0.32
5563.18,1695.57,11.26,3.43,28.53,12938.78,119.22,48.46,108.56,42.53,235.05,37.37,1226.89,8459.41,106.13,48131.52,166.73,1149.60,89.64,638.14,2415.62,77.26,1.17,8.07,-0.06,0,0.34
5564.19,1695.88,12.4,3.78,29.63,13437.64,119.11,48.39,108.49,42.49,234.91,37.35,1215.52,8381.01,105.02,47628.12,165.89,1143.81,89.42,637.28,2412.37,79.48,1.17,8.07,-0.06,-0.01,0.34
5565.21,1696.19,11.26,3.43,29.17,13229.02,119.03,48.35,108.41,42.45,234.5,37.28,1225.37,8448.93,105.49,47841.27,176.91,1219.79,88.28,636.2,2408.28,73.64,1.17,8.07,-0.06,-0.01,0.35
5566.21,1696.50,10.85,3.31,29.17,13229.02,118.99,48.33,108.37,42.43,234.16,37.23,1253.4,8642.19,105.49,47841.27,172.91,1192.21,90.05,642.66,2432.73,75.95,1.55,10.69,-0.06,0.01,0.36
5567.22,1696.81,11.69,3.56,28.44,12897.96,118.99,48.33,108.45,42.47,234.51,37.28,1242.04,8563.87,106.21,48167.80,170.7,1176.98,89.96,639.86,2422.13,79.85,1.55,10.69,-0.05,0,0.36
5568.24,1697.12,16.07,4.90,29.97,13591.84,118.99,48.33,108.37,42.43,234.84,37.34,1251.89,8631.78,104.68,47473.92,180.34,1243.44,89.56,639.43,2420.50,75.62,1.55,10.69,-0.06,0,0.38
5569.25,1697.42,11.86,3.61,30.23,13709.75,118.99,48.33,108.37,42.43,234.77,37.33,1242.8,8569.11,104.42,47356.01,179.12,1235.03,88.7,635.98,2407.45,72.08,1.55,10.69,-0.05,-0.01,0.39
5570.26,1697.73,11.68,3.56,27.76,12589.57,118.99,48.33,108.29,42.38,235.07,37.37,1251.13,8626.54,106.89,48476.19,181.14,1248.96,89.93,639,2418.88,69.97,1.55,10.69,-0.05,-0.02,0.38
5571.27,1698.04,15.76,4.80,28.48,12916.10,119.56,48.64,108.22,42.34,233.73,37.16,1295.07,8929.51,106.17,48149.66,161.13,1110.99,85.78,650.2,2461.27,74.91,2.69,18.55,-0.06,-0.01,0.43
5572.28,1698.35,11.88,3.62,29.04,13170.07,119.41,48.56,108.29,42.38,234.49,37.28,1292.04,8908.62,105.62,47900.23,162.65,1121.47,89.56,646.32,2446.59,79.34,2.69,18.55,-0.07,0,0.45
5573.29,1698.66,10.86,3.31,29.89,13555.56,119.37,48.54,108.29,42.38,234.56,37.29,1283.71,8851.18,104.76,47510.20,158.27,1091.27,90.21,646.11,2445.79,75.19,2.69,18.55,-0.07,0,0.45
5574.31,1698.97,11.51,3.51,29.17,13229.02,119.34,48.52,108.41,42.45,234.43,37.27,1294.31,8924.27,105.49,47841.27,161.59,1114.16,90.94,647.18,2449.84,76.56,2.69,18.55,-0.07,-0.01,0.45
5575.32,1699.27,11.09,3.38,29.08,13188.21,119.22,48.46,108.49,42.49,234.71,37.32,1286.74,8872.07,105.57,47877.55,163.49,1127.26,90.66,646.54,2447.42,76.46,2.69,18.55,-0.07,0,0.44
5576.33,1699.58,11.32,3.45,29.17,13229.02,119.07,48.37,108.6,42.56,234.85,37.34,1292.04,8908.62,105.49,47841.27,154.88,1067.90,91.03,646.11,2445.79,73.87,2.69,18.55,-0.07,0,0.46
5577.34,1699.89,11.33,3.45,29.89,13555.56,118.95,48.31,108.6,42.56,234.7,37.31,1294.31,8924.27,104.76,47510.20,160.71,1108.10,91.72,644.81,2440.87,71.57,3.08,21.24,-0.07,-0.01,0.47
5578.35,1700.20,11.89,3.62,29.76,13496.60,118.99,48.33,108.6,42.56,234.17,37.23,1289.77,8892.96,104.89,47569.16,151.56,1045.01,93.1,646.11,2445.79,73.17,2.69,18.55,-0.07,0.02,0.47
5579.36,1700.51,9.92,3.02,29.55,13401.36,119.03,48.35,108.56,42.53,235.1,37.38,1295.83,8934.75,105.1,47664.40,161.51,1113.61,91.17,645.67,2444.13,76.28,3.08,21.24,-0.07,0.01,0.44
5580.37,1700.81,11.39,3.47,28.87,13092.97,119.11,48.39,108.6,42.56,235.3,37.41,1290.53,8898.20,105.79,47977.32,158.46,1092.58,87.61,645.46,2443.33,77.88,3.46,23.86,-0.07,0,0.44
5581.38,1701.12,10.22,3.11,28.91,13111.11,119.14,48.41,108.71,42.62,235.17,37.39,1301.13,8971.29,105.74,47954.65,161.93,1116.51,87.57,645.89,2444.96,78.16,3.46,23.86,-0.07,0,0.42
5582.39,1701.43,9.98,3.04,29.55,13401.36,119.26,48.48,108.79,42.66,235.17,37.39,1293.56,8919.10,105.1,47664.40,156.59,1079.69,88.23,645.89,2444.96,80.18,3.46,23.86,-0.07,0,0.41
5583.41,1701.74,7.09,2.16,30.02,13614.51,119.75,48.75,108.9,42.72,235.33,37.41,1313.25,9054.86,104.64,47455.78,114.27,787.89,56.02,651.92,2467.78,77.5,3.84,26.48,-0.07,0.01,0.38
5584.42,1702.05,11.16,3.40,29.51,13383.22,117.28,47.38,104.14,40.08,235.97,37.52,1306.44,9007.90,105.15,47687.07,162.2,1118.37,91.07,636.85,2410.74,73.87,5.74,39.58,-0.07,0.02,0.3
5585.43,1702.36,11,3.35,30.17,13682.54,117.62,47.57,104.6,40.33,236.19,37.55,1302.65,8981.77,104.55,47414.97,148.47,1023.70,89.17,639.43,2420.50,75.24,5.74,39.58,-0.07,0.02,0.29
5586.44,1702.66,11.61,3.54,28.64,12988.66,118.04,47.80,105.47,40.82,236.73,37.64,1301.89,8976.53,106.08,48108.84,145.19,1001.09,88.25,639.86,2422.13,73.92,6.13,42.27,-0.07,0.01,0.29
5587.45,1702.97,10.22,3.11,28.56,12952.38,118.27,47.93,106.24,41.24,237.83,37.81,1305.68,9002.66,106.17,48149.66,141.53,975.85,88.1,639.64,2421.30,78.25,6.13,42.27,-0.07,0.02,0.28
5588.48,1703.29,10.02,3.05,28.64,12988.66,118.38,47.99,106.58,41.43,239.02,38.00,1304.16,8992.18,106.08,48108.84,150.45,1037.35,87.01,638.78,2418.04,78.4,6.13,42.27,-0.07,0.02,0.28
5589.51,1703.60,13.64,4.16,29.11,13201.81,118.5,48.06,106.88,41.60,239.03,38.00,1289.01,8887.72,105.62,47900.23,141.8,977.71,86.48,637.28,2412.37,76.98,6.13,42.27,-0.07,0.01,0.28
5590.52,1703.91,14.78,4.50,29.87,13546.49,118.57,48.09,107.07,41.71,239.47,38.07,1292.04,8908.62,104.85,47551.02,138.94,957.99,86.01,637.28,2412.37,71.66,6.51,44.89,-0.07,0.02,0.29
5591.53,1704.22,14.29,4.36,29.11,13201.81,118.65,48.14,107.27,41.82,239.3,38.05,1289.01,8887.72,105.62,47900.23,152.13,1048.94,82.77,636.63,2409.91,75.33,6.51,44.89,-0.07,0.02,0.26
5592.55,1704.53,13.64,4.16,29.66,13451.25,118.73,48.18,107.38,41.88,238.22,37.87,1295.07,8929.51,105.06,47646.26,155.07,1069.21,81.02,635.98,2407.45,77.69,6.51,44.89,-0.07,0.03,0.27
5593.56,1704.83,13.16,4.01,29.36,13315.19,118.92,48.29,106.77,41.54,238.07,37.85,1310.22,9033.97,105.36,47782.31,163.91,1130.16,87.45,636.41,2409.07,78.63,6.51,44.89,-0.07,0.03,0.28
5594.57,1705.14,12.58,3.83,29.96,13587.30,118.8,48.22,106.92,41.62,237.68,37.79,1305.68,9002.66,104.76,47510.20,159.57,1100.24,93.64,634.91,2403.39,78.4,6.51,44.89,-0.07,0.03,0.27
5595.58,1705.45,10.05,3.06,28.51,12929.71,118.8,48.22,107.04,41.69,235.62,37.46,1306.44,9007.90,106.21,48167.80,151.03,1041.35,91.64,634.48,2401.77,70.48,6.51,44.89,-0.07,0.03,0.27
5596.6,1705.76,12.03,3.67,28.94,13124.72,119.72,48.73,108.41,42.45,237.58,37.77,1343.56,9263.85,105.79,47977.32,148.78,1025.84,91.2,642.45,2431.94,77.69,6.51,44.89,-0.07,0.03,0.24
5597.74,1706.11,16.15,4.92,28.34,12852.61,119.72,48.73,108.52,42.51,238.07,37.85,1339.77,9237.71,106.38,48244.90,152.86,1053.97,89.35,642.02,2430.31,74.91,6.51,44.89,-0.07,0.03,0.23
5598.75,1706.42,10.87,3.31,29.79,13510.20,119.64,48.69,108.49,42.49,238.92,37.99,1343.56,9263.85,104.93,47587.30,156.48,1078.93,85.35,642.45,2431.94,72.84,6.89,47.51,-0.07,0.03,0.23
5599.76,1706.72,11.05,3.37,29.32,13297.05,119.45,48.58,108.56,42.53,239.45,38.07,1343.56,9263.85,105.4,47800.45,144.58,996.88,89.3,642.23,2431.10,74.53,6.89,47.51,-0.07,0.03,0.24
5600.77,1707.03,9.68,2.95,30.09,13646.26,119.18,48.43,108.41,42.45,239.96,38.15,1345.83,9279.50,104.64,47455.78,156.78,1081.00,87.23,640.94,2426.22,73.83,6.89,47.51,-0.07,0.03,0.23
5601.78,1707.34,9.16,2.79,29.87,13546.49,119.07,48.37,108.29,42.38,239.89,38.14,1345.83,9279.50,104.85,47551.02,149.81,1032.94,86.85,639.43,2420.50,76.32,6.89,47.51,-0.07,0.02,0.24
5602.79,1707.65,10.31,3.14,28.81,13065.76,119.07,48.37,108.1,42.28,240.15,38.18,1345.07,9274.26,105.91,48031.75,156.36,1078.10,85.27,640.08,2422.97,76.98,6.89,47.51,-0.07,0.05,0.23
5603.81,1707.96,11.17,3.40,29.75,13492.06,119.11,48.39,108.07,42.26,240.17,38.18,1342.8,9258.61,104.98,47609.98,147.37,1016.12,86.65,640.08,2422.97,76.13,7.27,50.13,-0.07,0.02,0.22
5604.82,1708.27,9.5,2.90,28.85,13083.90,119.11,48.39,107.91,42.17,239.78,38.12,1342.04,9253.37,105.87,48013.61,149.92,1033.70,86.04,640.08,2422.97,77.45,7.27,50.13,-0.07,0.03,0.23
5605.83,1708.57,9.44,2.88,30.05,13628.12,119.11,48.39,107.84,42.13,239.87,38.14,1345.07,9274.26,104.68,47473.92,155.52,1072.31,87.16,641.16,2427.05,75.57,7.27,50.13,-0.07,0.04,0.22
5606.84,1708.88,10.89,3.32,30.05,13628.12,119.11,48.39,107.76,42.09,239.59,38.09,1343.56,9263.85,104.68,47473.92,153.92,1061.28,87.38,641.16,2427.05,76.09,7.27,50.13,-0.07,0.02,0.23
5607.85,1709.19,9.58,2.92,28.51,12929.71,119.11,48.39,107.68,42.04,240.62,38.26,1336.74,9216.82,106.21,48167.80,142.37,981.64,88.9,645.25,2442.54,76.37,7.27,50.13,-0.07,0.02,0.21
5608.86,1709.50,12.47,3.80,29.87,13546.49,119.14,48.41,107.72,42.07,241.91,38.46,1329.92,9169.80,104.85,47551.02,140.24,966.95,90.5,646.55,2447.46,75.52,7.27,50.13,-0.06,0.03,0.21
5609.87,1709.80,10.58,3.22,29.53,13392.29,119.11,48.39,107.88,42.16,241.52,38.40,1328.41,9159.39,105.19,47705.22,150.8,1039.77,90.44,649.13,2457.22,75.48,7.27,50.13,-0.07,0.02,0.21
5610.88,1710.11,13.09,3.99,28.77,13047.62,119.18,48.43,108.03,42.24,241.48,38.39,1323.1,9122.77,105.96,48054.42,146.37,1009.22,90.88,653.01,2471.91,70.77,7.65,52.75,-0.07,0.04,0.21
5611.89,1710.42,12.88,3.93,29.45,13356.01,119.22,48.46,108.18,42.32,240.19,38.19,1316.28,9075.75,105.27,47741.50,146.79,1012.12,91.01,653.44,2473.54,74.77,7.27,50.13,-0.07,0.03,0.21
5612.9,1710.73,10.43,3.18,28.98,13142.86,119.3,48.50,108.33,42.41,239.52,38.08,1323.1,9122.77,105.74,47954.65,143.63,990.33,90.3,652.15,2468.66,79.57,7.27,50.13,-0.07,0.03,0.21
5612.9,1710.73,10.43,3.18,28.98,13142.86,119.3,48.50,108.33,42.41,239.52,38.08,1323.1,9122.77,105.74,47954.65,143.63,990.33,90.3,652.15,2468.66,79.57,7.27,50.13,-0.07,0.03,0.21
5613.91,1711.04,10.61,3.23,28.43,12893.42,119.41,48.56,106.43,41.35,237.83,37.81,1351.89,9321.28,106.3,48208.62,143.02,986.12,86.94,646.76,2448.25,69.26,7.27,50.13,-0.07,0.04,0.2
5614.92,1711.34,11.74,3.58,28.94,13124.72,119.45,48.58,107,41.67,237.99,37.84,1349.62,9305.63,105.79,47977.32,143.25,987.71,88.7,647.41,2450.71,69.68,7.27,50.13,-0.07,0.04,0.2
5615.93,1711.65,9.17,2.79,28.68,13006.80,119.34,48.52,107.49,41.94,237.93,37.83,1348.1,9295.15,106.04,48090.70,154.15,1062.86,85.01,648.05,2453.13,76.89,7.27,50.13,-0.07,0.02,0.2
5616.94,1711.96,13.69,4.17,25.7,11655.33,119.37,48.54,107.84,42.13,237.92,37.83,1349.62,9305.63,109.02,49442.18,138.22,953.03,80.24,649.56,2458.85,75.57,7.27,50.13,-0.07,0.04,0.2
5617.96,1712.27,10.9,3.32,29.07,13183.67,119.26,48.48,108.03,42.24,237.95,37.83,1348.86,9300.39,105.66,47918.37,147.44,1016.60,88.04,649.78,2459.68,75.62,7.27,50.13,-0.07,0.02,0.19
5618.97,1712.58,10.2,3.11,29.62,13433.11,119.26,48.48,108.18,42.32,238.69,37.95,1348.1,9295.15,105.1,47664.40,149.69,1032.11,88.17,649.56,2458.85,71.9,7.27,50.13,-0.07,0.04,0.21
5619.98,1712.89,9.42,2.87,29.24,13260.77,119.3,48.50,108.29,42.38,239.31,38.05,1346.59,9284.74,105.49,47841.27,152.32,1050.25,87.94,652.58,2470.28,74.86,7.27,50.13,-0.07,0.04,0.2
5620.99,1713.19,9.45,2.88,30.13,13664.40,119.41,48.56,108.41,42.45,238.91,37.98,1346.59,9284.74,104.59,47433.11,153.24,1056.59,88.3,652.36,2469.45,80.51,7.27,50.13,-0.07,0.04,0.19
5622,1713.50,10.25,3.12,29.53,13392.29,119.45,48.58,108.41,42.45,238.24,37.88,1346.59,9284.74,105.19,47705.22,149.88,1033.42,88.01,653.44,2473.54,76.94,7.65,52.75,-0.07,0.02,0.2
5623.01,1713.81,10.3,3.14,29.87,13546.49,119.53,48.63,108.64,42.58,237.62,37.78,1347.35,9289.98,104.85,47551.02,153.5,1058.38,87.14,653.44,2473.54,71.94,7.65,52.75,-0.07,0.04,0.2
5624.08,1714.14,11.7,3.57,29.36,13315.19,119.6,48.67,108.71,42.62,237.4,37.74,1349.62,9305.63,105.36,47782.31,149,1027.36,86.44,650.86,2463.77,79.71,7.65,52.75,-0.07,0.02,0.21
5625.09,1714.44,10.19,3.11,28.85,13083.90,119.68,48.71,108.68,42.60,237.62,37.78,1348.1,9295.15,105.87,48013.61,148.43,1023.42,85.72,649.78,2459.68,75.52,7.65,52.75,-0.06,0.04,0.21
5626.1,1714.75,11.18,3.41,29.49,13374.15,119.72,48.73,108.75,42.64,237.62,37.78,1346.59,9284.74,105.23,47723.36,156.02,1075.76,86.36,648.7,2455.60,78.16,7.65,52.75,-0.07,0.02,0.21
5627.17,1715.08,19.63,5.98,29.28,13278.91,119.75,48.75,108.83,42.68,237.64,37.78,1354.17,9337.00,105.44,47818.59,155.79,1074.17,84.8,650.21,2461.31,77.26,7.65,52.75,-0.07,0.03,0.19
5628.18,1715.39,15.84,4.83,30.13,13664.40,119.87,48.82,108.75,42.64,237.5,37.76,1356.44,9352.65,104.59,47433.11,146.87,1012.67,86.63,650.86,2463.77,76.23,7.65,52.75,-0.07,0.04,0.19
5629.19,1715.69,13.32,4.06,29.32,13297.05,119.91,48.84,108.79,42.66,237.61,37.78,1354.17,9337.00,105.4,47800.45,154,1061.83,86.41,649.78,2459.68,80.47,7.65,52.75,-0.07,0.03,0.21
5630.2,1716.00,14.73,4.49,29.19,13238.10,119.95,48.86,108.9,42.72,237.27,37.72,1354.17,9337.00,105.53,47859.41,159.15,1097.34,85.32,649.56,2458.85,77.08,7.65,52.75,-0.07,0.04,0.2
5631.22,1716.31,15.08,4.60,29.53,13392.29,119.98,48.88,108.98,42.77,237.6,37.78,1353.41,9331.76,105.19,47705.22,144.12,993.71,87.68,649.56,2458.85,75.76,7.65,52.75,-0.06,0.03,0.19
5632.23,1716.62,13.1,3.99,29.45,13356.01,120.02,48.90,109.02,42.79,237.63,37.78,1353.41,9331.76,105.27,47741.50,147.21,1015.01,87.82,648.7,2455.60,70.58,7.65,52.75,-0.07,0.05,0.19
5633.26,1716.93,13.32,4.06,29.15,13219.95,120.02,48.90,109.02,42.79,237.63,37.78,1355.68,9347.41,105.57,47877.55,148.32,1022.67,85.9,649.56,2458.85,70.86,7.27,50.13,-0.06,0.03,0.2
5634.27,1717.24,16.8,5.12,29.83,13528.34,120.06,48.92,109.06,42.81,237.73,37.80,1354.92,9342.17,104.89,47569.16,146.26,1008.46,85.92,648.92,2456.43,75.8,7.65,52.75,-0.07,0.05,0.2
5635.29,1717.55,12.9,3.93,30.64,13895.69,120.06,48.92,108.98,42.77,237.66,37.78,1353.41,9331.76,104.08,47201.81,149.12,1028.18,87.83,648.7,2455.60,78.96,7.27,50.13,-0.07,0.04,0.2
5636.3,1717.86,9.86,3.01,29.24,13260.77,120.1,48.94,109.1,42.83,237.75,37.80,1360.23,9378.79,105.49,47841.27,154.19,1063.14,86.41,649.99,2460.48,71.8,7.65,52.75,-0.07,0.03,0.2
5637.33,1718.17,11.84,3.61,30.85,13990.93,120.17,48.98,109.06,42.81,237.64,37.78,1355.68,9347.41,103.87,47106.58,152.32,1050.25,85.85,648.27,2453.97,75.52,7.27,50.13,-0.07,0.03,0.2
5638.34,1718.48,10.8,3.29,29.11,13201.81,120.21,49.01,109.17,42.87,237.64,37.78,1357.95,9363.07,105.62,47900.23,153.47,1058.18,85.43,649.13,2457.22,77.26,7.27,50.13,-0.06,0.04,0.21
5639.35,1718.79,11.89,3.62,29.58,13414.97,120.29,49.05,109.17,42.87,237.65,37.78,1355.68,9347.41,105.15,47687.07,152.36,1050.52,83.55,648.27,2453.97,76.79,7.27,50.13,-0.07,0.03,0.21
5640.36,1719.10,11.94,3.64,29.02,13161.00,120.33,49.07,109.32,42.96,238.61,37.94,1361.74,9389.20,105.7,47936.51,146.49,1010.05,83.23,649.99,2460.48,71.85,7.27,50.13,-0.07,0.03,0.21
5641.37,1719.41,13.09,3.99,29.66,13451.25,120.36,49.09,109.1,42.83,239.39,38.06,1359.47,9373.55,105.06,47646.26,152.55,1051.83,84.65,649.78,2459.68,69.64,7.65,52.75,-0.07,0.03,0.2
5642.38,1719.71,11.76,3.58,29.53,13392.29,120.33,49.07,109.25,42.92,238.55,37.93,1356.44,9352.65,105.19,47705.22,153.5,1058.38,84.8,648.27,2453.97,75.19,7.27,50.13,-0.07,0.02,0.19
5643.38,1720.02,12.28,3.74,30.51,13836.73,120.36,49.09,109.29,42.94,238.23,37.88,1358.71,9368.31,104.21,47260.77,160.75,1108.37,85.32,647.62,2451.51,78.77,7.65,52.75,-0.06,0.03,0.21
5644.39,1720.33,10.77,3.28,29.87,13546.49,120.4,49.11,109.32,42.96,237.76,37.80,1358.71,9368.31,104.85,47551.02,152.97,1054.73,84.06,647.19,2449.88,77.08,7.27,50.13,-0.07,0.04,0.21
5645.41,1720.64,12.15,3.70,29.15,13219.95,120.44,49.13,109.4,43.00,238.03,37.84,1354.92,9342.17,105.57,47877.55,143.36,988.47,85.3,646.76,2448.25,77.45,7.27,50.13,-0.07,0.02,0.2
5646.41,1720.94,9.36,2.85,30.7,13922.90,120.14,48.97,108.1,42.28,236.51,37.60,1357.2,9357.89,110.72,50213.15,156.44,1078.65,89.65,644.61,2440.11,81.83,7.27,50.13,-0.07,0.04,0.21
5647.44,1721.26,8.79,2.68,30.63,13891.16,120.14,48.97,108.49,42.49,236.41,37.59,1354.17,9337.00,108.3,49115.65,160.02,1103.34,90.11,643.1,2434.40,81.03,7.27,50.13,-0.07,0.03,0.2
5648.46,1721.57,9.22,2.81,29.73,13482.99,120.14,48.97,108.71,42.62,236.44,37.59,1351.89,9321.28,109.19,49519.27,156.17,1076.79,89.56,643.31,2435.19,73.54,7.27,50.13,-0.07,0.03,0.21
5649.46,1721.87,11.23,3.42,28.54,12943.31,120.97,49.43,109.36,42.98,236.99,37.68,1351.14,9316.11,110.38,50058.96,151.6,1045.28,89.85,643.74,2436.82,72.08,7.27,50.13,-0.07,0.03,0.2
5650.47,1722.18,9.07,2.76,30.8,13968.25,120.86,49.37,109.36,42.98,237.26,37.72,1344.32,9269.09,108.13,49038.55,154.57,1065.76,90.29,641.59,2428.68,72.32,7.27,50.13,-0.07,0.04,0.19
5651.48,1722.49,7.13,2.17,29.65,13446.71,120.82,49.34,109.48,43.04,237.78,37.80,1355.68,9347.41,109.28,49560.09,153.2,1056.31,88.92,644.17,2438.45,76.32,7.27,50.13,-0.07,0.03,0.19
5652.49,1722.79,8.02,2.44,29.18,13233.56,120.59,49.22,109.44,43.02,238.87,37.98,1352.65,9326.52,109.75,49773.24,123.35,850.50,75.45,644.17,2438.45,75.33,7.65,52.75,-0.07,0.03,0.19
5653.5,1723.10,7.14,2.18,29.43,13346.94,120.4,49.11,109.51,43.06,238.8,37.97,1354.92,9342.17,109.49,49655.33,131.54,906.97,75.57,643.96,2437.65,73.5,7.65,52.75,-0.07,0.04,0.2
5654.51,1723.41,7.28,2.22,29.18,13233.56,120.36,49.09,109.36,42.98,238.86,37.98,1351.14,9316.11,109.75,49773.24,131.58,907.24,79.27,643.96,2437.65,75.95,7.27,50.13,-0.07,0.04,0.18
5655.51,1723.72,7.42,2.26,29.14,13215.42,120.4,49.11,109.29,42.94,238.87,37.98,1349.62,9305.63,109.79,49791.38,133.41,919.86,78.24,643.1,2434.40,76.56,7.65,52.75,-0.07,0.05,0.19
5656.54,1724.03,7.77,2.37,30.24,13714.29,120.44,49.13,109.25,42.92,239,38.00,1357.2,9357.89,108.68,49287.98,128.53,886.21,79.59,645.25,2442.54,73.4,7.65,52.75,-0.08,0.03,0.19
5657.56,1724.34,9.07,2.76,29.05,13174.60,120.4,49.11,109.13,42.85,240.33,38.21,1354.17,9337.00,109.87,49827.66,133.53,920.69,81.28,644.17,2438.45,77.97,7.65,52.75,-0.07,0.05,0.19
5658.57,1724.65,7.64,2.33,29.05,13174.60,120.36,49.09,109.13,42.85,239.95,38.15,1355.68,9347.41,109.87,49827.66,138.48,954.82,82.87,643.1,2434.40,76.32,7.65,52.75,-0.07,0.04,0.2
5659.62,1724.97,7.65,2.33,29.73,13482.99,120.36,49.09,109.21,42.89,239.24,38.04,1351.89,9321.28,109.19,49519.27,139.78,963.78,82.07,641.37,2427.85,72.08,8.03,55.37,-0.07,0.04,0.2
5660.63,1725.28,7.54,2.30,28.84,13079.37,120.4,49.11,109.25,42.92,239.22,38.03,1354.17,9337.00,110.09,49927.44,143.06,986.40,82.3,642.67,2432.77,77.64,7.65,52.75,-0.07,0.03,0.2
5661.64,1725.58,7.89,2.40,29.22,13251.70,120.44,49.13,109.36,42.98,239.23,38.03,1357.95,9363.07,109.7,49750.57,135.47,934.07,90.31,643.1,2434.40,74.63,7.65,52.75,-0.07,0.05,0.21
5662.65,1725.89,6.97,2.12,28.58,12961.45,120.44,49.13,109.4,43.00,239.36,38.06,1351.89,9321.28,110.34,50040.82,137.95,951.17,90.05,641.59,2428.68,74.35,7.65,52.75,-0.07,0.03,0.19
5663.66,1726.20,7.87,2.40,28.84,13079.37,120.52,49.18,109.51,43.06,239.28,38.04,1352.65,9326.52,110.09,49927.44,143.51,989.50,91.05,642.67,2432.77,73.5,7.65,52.75,-0.07,0.02,0.2
5664.67,1726.51,7.58,2.31,29.18,13233.56,120.52,49.18,109.51,43.06,239.32,38.05,1350.38,9310.87,109.75,49773.24,141.88,978.26,91.66,641.59,2428.68,72.18,7.27,50.13,-0.07,0.05,0.19
5665.68,1726.81,7.64,2.33,29.18,13233.56,120.52,49.18,109.67,43.15,239.36,38.06,1356.44,9352.65,109.75,49773.24,143.78,991.36,91.15,642.67,2432.77,70.11,6.89,47.51,-0.07,0.05,0.21
5666.69,1727.12,8.06,2.46,31.48,14276.64,120.44,49.13,109.71,43.17,239.33,38.05,1351.14,9316.11,107.45,48730.16,141.88,978.26,91.21,641.59,2428.68,69.07,6.89,47.51,-0.07,0.03,0.21
5667.7,1727.43,6.86,2.09,28.58,12961.45,120.48,49.16,110.28,43.49,239.34,38.05,1351.14,9316.11,110.34,50040.82,139.7,963.23,91.28,641.16,2427.05,75.52,6.13,42.27,-0.07,0.02,0.21
5668.71,1727.74,7.37,2.25,29.65,13446.71,120.59,49.22,110.16,43.42,239.26,38.04,1348.1,9295.15,109.28,49560.09,146.56,1010.53,92.21,638.79,2418.08,76.13,6.13,42.27,-0.07,0.04,0.21
5669.72,1728.05,7.26,2.21,29.09,13192.74,120.67,49.26,110.2,43.44,238.58,37.93,1351.89,9321.28,109.83,49809.52,144.24,994.53,91.18,639.43,2420.50,72.08,6.13,42.27,-0.07,0.04,0.22
5670.73,1728.35,8.37,2.55,30.54,13850.34,120.71,49.28,110.32,43.51,239.71,38.11,1348.1,9295.15,108.38,49151.93,150.42,1037.15,92,638.79,2418.08,78.21,5.74,39.58,-0.07,0.03,0.21
5671.74,1728.66,7.81,2.38,29.01,13156.46,120.71,49.28,110.35,43.53,240.73,38.27,1358.71,9368.31,109.92,49850.34,139.21,959.85,91.98,640.51,2424.59,77.12,5.74,39.58,-0.06,0.05,0.22
5672.75,1728.97,7.99,2.44,29.73,13482.99,120.78,49.32,110.47,43.59,241.75,38.44,1354.92,9342.17,109.19,49519.27,142.75,984.26,92.21,639,2418.88,74.67,5.36,36.96,-0.07,0.04,0.21
5673.76,1729.28,6.71,2.05,28.97,13138.32,120.78,49.32,110.54,43.63,240.64,38.26,1349.62,9305.63,109.96,49868.48,141.8,977.71,92.13,635.34,2405.02,76.28,5.74,39.58,-0.07,0.04,0.21
5674.77,1729.59,7.3,2.22,29.52,13387.76,120.97,49.43,111.23,44.02,234.38,37.26,1261.74,8699.70,109.4,49614.51,143.21,987.43,92.18,668.31,2529.83,78.54,5.74,39.58,-0.07,0.03,0.22
5675.78,1729.89,6.59,2.01,28.75,13038.55,121.43,49.68,111.54,44.19,234.41,37.27,1254.92,8652.67,110.17,49963.72,138.02,951.65,91.84,684.48,2591.04,82.49,5.36,36.96,-0.07,0.03,0.21
5676.79,1730.20,6.46,1.97,29.05,13174.60,121.7,49.83,111.57,44.21,236.22,37.56,1282.95,8845.94,109.87,49827.66,140.39,967.99,92.7,670.47,2538.00,79.57,5.36,36.96,-0.07,0.04,0.22
5677.79,1730.51,5.95,1.81,28.67,13002.27,120.36,49.09,109.13,42.85,234.99,37.36,1285.98,8866.83,110.26,50004.54,147.14,1014.53,86.51,637.92,2414.79,79.48,4.98,34.34,-0.06,0.02,0.24
5678.81,1730.82,5.59,1.70,30.5,13832.20,120.36,49.09,109.32,42.96,235.32,37.41,1308.71,9023.56,108.43,49174.60,145.15,1000.81,90.13,644.39,2439.28,80.28,5.74,39.58,-0.07,0.03,0.24
