Depth(ft),Depth(m),ROP(1 ft),ROP(1 m),weight on bit (k-lbs),weight on bit (kg),Temp Out( degF),Temp Out( degC),Temp In(degF),Temp In(degC),Pit Total (bbls),Pit Total (m3),Pump Press (psi),Pump Press (KPa),Hookload (k-lbs),Hookload (kg),Surface Torque (psi),Surface Torque (KPa),Rotary Speed (rpm),Flow In (gal/min),Flow In(liters/min),Flow Out %,WH Pressure (psi),WH Pressure (KPa),H2S Floor,H2S Cellar,H2S Pits
5454.54,1662.46,8.29,2.53,35.64,16163.27,117.66,47.59,105.59,40.88,245.97,39.11,1562.51,10773.51,105.7,47936.51,43.06,296.90,35.71,645.9,2445.00,86.07,5.94,40.96,-0.09,0.04,0.15
5455.55,1662.77,7.92,2.41,36.06,16353.74,117.66,47.59,105.66,40.92,245.99,39.11,1743.58,12021.98,105.27,47741.50,58.15,400.94,34.74,651.72,2467.03,72.74,5.56,38.34,-0.08,0.05,0.17
5456.56,1663.08,8.45,2.58,35.08,15909.30,117.62,47.57,105.59,40.88,246.12,39.13,1502.66,10360.84,106.25,48185.94,33.14,228.50,35.13,647.19,2449.88,83.72,5.56,38.34,-0.08,0.04,0.16
5457.57,1663.39,8.36,2.55,36.06,16353.74,117.54,47.52,105.55,40.86,245.98,39.11,1548.12,10674.29,105.27,47741.50,28.64,197.47,33.25,644.61,2440.11,71.05,5.94,40.96,-0.07,0.05,0.16
5458.58,1663.69,8.1,2.47,36.53,16566.89,117.58,47.54,105.55,40.86,245.68,39.06,1676.91,11562.29,104.81,47532.88,24.6,169.62,34,633.4,2397.68,65.54,5.94,40.96,-0.07,0.05,0.17
5459.59,1664.00,7.04,2.15,35.89,16276.64,117.54,47.52,105.47,40.82,245.59,39.05,1757.98,12121.27,105.44,47818.59,43.7,301.31,33.28,644.82,2440.91,80.37,5.56,38.34,-0.08,0.03,0.17
5460.6,1664.31,6.98,2.13,34.06,15446.71,117.51,47.51,105.4,40.78,245.45,39.02,1531.45,10559.35,107.28,48653.06,37.72,260.08,36.9,653.23,2472.74,71.19,5.94,40.96,-0.07,0.04,0.16
5461.61,1664.62,6.42,1.96,34.87,15814.06,117.47,47.48,105.36,40.76,245.63,39.05,1476.9,10183.23,106.47,48285.71,35.43,244.29,35.47,637.71,2413.99,77.12,5.94,40.96,-0.08,0.04,0.15
5462.62,1664.93,7.44,2.27,35.51,16104.31,117.47,47.48,105.32,40.73,245.2,38.98,1527.66,10533.22,105.83,47995.46,47.17,325.24,35.61,632.75,2395.22,75.95,5.94,40.96,-0.07,0.05,0.16
5463.63,1665.23,6.92,2.11,35.77,16222.22,117.43,47.46,105.21,40.67,244.98,38.95,1685.25,11619.80,105.57,47877.55,38.4,264.77,37.05,650.21,2461.31,76.18,6.33,43.65,-0.08,0.04,0.15
5464.64,1665.54,7.65,2.33,34.4,15600.91,117.39,47.44,105.09,40.61,245.54,39.04,1496.6,10319.06,106.94,48498.87,43.36,298.97,36.44,644.39,2439.28,81.88,6.71,46.27,-0.08,0.04,0.16
5465.65,1665.85,7.44,2.27,33.93,15387.76,117.31,47.39,105.02,40.57,245.84,39.09,1493.57,10298.17,107.4,48707.48,24.64,169.89,35.34,639.86,2422.13,79.76,6.33,43.65,-0.08,0.05,0.15
5466.66,1666.16,7.42,2.26,37.04,16798.19,117.24,47.36,104.98,40.54,246.36,39.17,1744.34,12027.22,104.3,47301.59,23.38,161.21,35.91,652.36,2469.45,78.96,6.33,43.65,-0.08,0.04,0.16
5467.67,1666.46,7.52,2.29,36.62,16607.71,117.24,47.36,104.9,40.50,246.92,39.26,1754.95,12100.38,104.72,47492.06,16.75,115.49,36.77,653.01,2471.91,68.03,6.33,43.65,-0.07,0.04,0.16
5468.68,1666.77,6.5,1.98,35.55,16122.45,117.12,47.29,104.9,40.50,247.05,39.28,1632.97,11259.33,105.79,47977.32,14.88,102.60,36.85,649.78,2459.68,72.89,6.33,43.65,-0.08,0.04,0.16
5469.69,1667.08,7.91,2.41,35.94,16299.32,117.16,47.31,106.12,41.18,246.66,39.22,1594.33,10992.91,105.4,47800.45,13.47,92.88,38.1,641.37,2427.85,75.99,6.33,43.65,-0.08,0.04,0.17
5470.71,1667.39,6.36,1.94,34.87,15814.06,117.2,47.33,105.82,41.01,246.76,39.23,1481.45,10214.60,106.47,48285.71,14.69,101.29,36.62,642.02,2430.31,83.29,5.94,40.96,-0.08,0.03,0.16
5471.72,1667.70,7.67,2.34,34.15,15487.53,117.24,47.36,105.93,41.07,246.74,39.23,1531.45,10559.35,107.19,48612.24,15.45,106.53,35.81,651.93,2467.82,73.07,5.94,40.96,-0.08,0.04,0.15
5472.73,1668.01,8.54,2.60,34.66,15718.82,117.2,47.33,105.89,41.05,246.47,39.19,1498.87,10334.71,106.68,48380.95,16.41,113.15,37.18,636.85,2410.74,88.05,6.33,43.65,-0.08,0.04,0.17
5473.74,1668.31,7.3,2.22,34.49,15641.72,117.2,47.33,105.93,41.07,246.75,39.23,1501.9,10355.60,106.85,48458.05,11.72,80.81,38.23,643.74,2436.82,85.93,6.33,43.65,-0.08,0.05,0.16
5474.75,1668.62,8.04,2.45,35.72,16199.55,117.2,47.33,106.05,41.14,246.96,39.26,1573.88,10851.90,105.62,47900.23,12.67,87.36,37.22,649.78,2459.68,75.57,5.94,40.96,-0.08,0.06,0.16
5475.76,1668.93,7.3,2.22,35.85,16258.50,117.24,47.36,105.85,41.03,246.82,39.24,1547.36,10669.05,105.49,47841.27,10.65,73.43,35.89,652.15,2468.66,72.7,5.94,40.96,-0.08,0.05,0.17
5476.77,1669.24,8.03,2.45,34.7,15736.96,117.28,47.38,106.01,41.12,247.14,39.29,1514.78,10444.41,106.64,48362.81,10,68.95,36.83,643.96,2437.65,81.46,5.94,40.96,-0.08,0.03,0.15
5477.84,1669.56,22.98,7.00,26.19,11877.55,115.75,46.53,103.26,39.59,224.48,35.69,1223.85,8438.45,104.93,47587.30,152.7,1052.87,94.21,618.97,2343.06,74.11,8.03,55.37,-0.07,0.05,0.15
5478.85,1669.87,7.44,2.27,26.84,12172.34,116.13,46.74,103.95,39.97,224.55,35.70,1227.64,8464.58,113.28,51374.15,160.25,1104.92,77.62,620.26,2347.94,73.31,8.03,55.37,-0.07,0.03,0.15
5479.86,1670.18,15.34,4.68,29.03,13165.53,116.25,46.81,104.1,40.06,224.55,35.70,1269.31,8751.89,110.09,49927.44,150.64,1038.66,80.62,630.81,2387.87,76.46,8.03,55.37,-0.07,0.04,0.15
5480.87,1670.49,9.98,3.04,28.48,12916.10,116.44,46.91,104.41,40.23,225.31,35.82,1266.28,8731.00,110.64,50176.87,157.43,1085.48,78.4,629.09,2381.36,76.61,7.65,52.75,-0.07,0.04,0.15
5481.88,1670.80,9.59,2.92,26.31,11931.97,116.7,47.06,104.67,40.37,225.29,35.82,1264.01,8715.35,112.81,51161.00,147.37,1016.12,81.96,627.58,2375.65,70.62,7.65,52.75,-0.07,0.05,0.15
5482.89,1671.10,7.32,2.23,24.52,11120.18,116.67,47.04,104.83,40.46,225.08,35.78,1266.28,8731.00,114.6,51972.79,178.93,1233.72,64.84,626.29,2370.76,74.63,7.27,50.13,-0.07,0.03,0.15
5483.9,1671.41,6.88,2.10,25.07,11369.61,116.63,47.02,105.05,40.58,225.27,35.82,1259.46,8683.98,114.05,51723.36,180.69,1245.86,78.64,626.94,2373.22,74.63,6.89,47.51,-0.08,0.03,0.15
5484.92,1671.72,7.51,2.29,24.35,11043.08,116.67,47.04,105.17,40.65,225.48,35.85,1261.74,8699.70,114.77,52049.89,179.09,1234.83,79.24,627.37,2374.85,69.12,6.89,47.51,-0.08,0.03,0.14
5485.95,1672.04,6.82,2.08,25.67,11641.72,116.7,47.06,105.32,40.73,225.62,35.87,1265.52,8725.76,113.45,51451.25,169.29,1167.25,83.1,626.29,2370.76,74.02,6.89,47.51,-0.07,0.04,0.14
5486.96,1672.34,14.27,4.35,22.23,10081.63,116.59,46.99,103.41,39.67,223.69,35.56,1205.67,8313.09,112.43,50988.66,165.36,1140.16,72.86,621.34,2352.03,71.61,6.89,47.51,-0.07,0.05,0.15
5487.97,1672.65,14.85,4.53,24.57,11142.86,116.63,47.02,104.48,40.27,223.37,35.51,1239.01,8542.97,110.09,49927.44,169.48,1168.56,77.01,629.31,2382.20,73.83,6.89,47.51,-0.07,0.04,0.15
5488.98,1672.96,17.82,5.43,25.55,11587.30,116.67,47.04,104.98,40.54,223.32,35.51,1251.13,8626.54,109.11,49482.99,167.19,1152.78,81.42,628.88,2380.57,69.82,6.89,47.51,-0.07,0.04,0.14
5489.99,1673.27,11.1,3.38,23.89,10834.47,116.82,47.12,105.47,40.82,223.13,35.47,1244.31,8579.52,110.77,50235.83,174.97,1206.42,77.62,623.71,2361.00,72.41,6.89,47.51,-0.07,0.05,0.15
5491,1673.58,12.72,3.88,24.06,10911.56,116.9,47.17,105.66,40.92,222.99,35.45,1260.98,8694.46,110.6,50158.73,175.88,1212.69,76.82,623.92,2361.79,76.13,6.89,47.51,-0.07,0.04,0.15
5492.01,1673.88,9.47,2.89,24.65,11179.14,117.05,47.25,105.89,41.05,222.99,35.45,1253.4,8642.19,110,49886.62,168.03,1158.57,76.97,622.42,2356.11,76.79,6.51,44.89,-0.07,0.05,0.14
5493.02,1674.19,9.53,2.90,24.31,11024.94,117.24,47.36,106.12,41.18,222.74,35.41,1254.16,8647.43,110.34,50040.82,179.89,1240.34,79.3,621.55,2352.82,69.59,6.51,44.89,-0.07,0.04,0.17
5494.03,1674.50,8.46,2.58,25.08,11374.15,117.24,47.36,106.46,41.37,222.47,35.37,1244.31,8579.52,109.57,49691.61,189.91,1309.43,77.97,621.34,2352.03,69.59,6.51,44.89,-0.07,0.05,0.17
5495.04,1674.81,9.7,2.96,24.1,10929.71,117.24,47.36,106.66,41.48,221.79,35.26,1252.64,8636.95,110.55,50136.05,168.56,1162.22,79.21,623.49,2360.17,69.35,6.51,44.89,-0.07,0.05,0.17
5496.05,1675.11,9.4,2.86,26.4,11972.79,117.24,47.36,106.69,41.49,223.79,35.58,1245.07,8584.76,108.25,49092.97,172.99,1192.77,77.66,622.2,2355.28,68.6,6.51,44.89,-0.07,0.05,0.18
5497.06,1675.42,8.26,2.52,23.76,10775.51,117.51,47.51,106.24,41.24,225.54,35.86,1129.15,7785.49,110.89,50290.25,170.74,1177.25,77.19,686.16,2597.40,80.14,6.13,42.27,-0.07,0.04,0.19
5498.07,1675.73,8.29,2.53,24.06,10911.56,117.89,47.72,106.62,41.46,223.9,35.60,1205.67,8313.09,110.6,50158.73,175.69,1211.38,78.03,627.58,2375.65,76.84,5.74,39.58,-0.06,0.03,0.19
5499.14,1676.06,10.44,3.18,24.65,11179.14,117.7,47.61,106.73,41.52,224.13,35.63,1215.52,8381.01,110,49886.62,183.39,1264.47,77.09,621.34,2352.03,70.15,6.13,42.27,-0.06,0.04,0.2
5500.15,1676.36,9.98,3.04,23.63,10716.55,117.66,47.59,106.85,41.58,225.61,35.87,1226.89,8459.41,111.02,50349.21,192.39,1326.53,78.04,618.75,2342.22,75.05,5.36,36.96,-0.06,0.05,0.21
5501.16,1676.67,9.78,2.98,24.31,11024.94,117.58,47.54,106.77,41.54,226.07,35.94,1226.89,8459.41,110.34,50040.82,184.65,1273.16,78.93,618.97,2343.06,74.58,5.74,39.58,-0.07,0.03,0.22
5502.17,1676.98,10.21,3.11,24.74,11219.95,117.89,47.72,106.73,41.52,225.55,35.86,1225.37,8448.93,109.92,49850.34,179.43,1237.17,78.37,617.89,2338.97,78.91,5.36,36.96,-0.06,0.04,0.21
5503.18,1677.29,12.81,3.90,24.4,11065.76,117.43,47.46,106.27,41.26,222.4,35.36,1226.13,8454.17,110.26,50004.54,185.3,1277.64,76.79,635.98,2407.45,77.55,4.6,31.72,-0.06,0.03,0.22
5504.19,1677.60,11.26,3.43,24.57,11142.86,117.47,47.48,106.5,41.39,223.45,35.53,1220.82,8417.55,110.09,49927.44,189,1303.16,75.09,636.63,2409.91,74.96,4.6,31.72,-0.06,0.02,0.23
5505.21,1677.91,10.08,3.07,24.44,11083.90,117.51,47.51,106.05,41.14,230.29,36.61,1238.25,8537.73,110.21,49981.86,184,1268.68,77.06,632.75,2395.22,70.2,4.98,34.34,-0.06,0.04,0.22
5506.22,1678.21,11.02,3.36,25.04,11356.01,117.43,47.46,106.16,41.20,233.15,37.07,1231.43,8490.71,109.62,49714.29,174.05,1200.07,77.55,630.38,2386.25,71.76,4.6,31.72,-0.06,0.04,0.22
5507.23,1678.52,9.59,2.92,24.14,10947.85,117.51,47.51,106.43,41.35,234.91,37.35,1220.82,8417.55,110.51,50117.91,193.15,1331.77,75.84,640.29,2423.76,71.8,4.6,31.72,-0.06,0.02,0.23
5508.23,1678.83,10.15,3.09,23.55,10680.27,117.54,47.52,106.88,41.60,236.48,37.60,1217.79,8396.66,111.11,50390.02,185.07,1276.06,78.68,640.51,2424.59,69.87,4.22,29.10,-0.05,0.04,0.24
5509.25,1679.14,10.47,3.19,24.99,11333.33,117.66,47.59,107.07,41.71,236.97,37.68,1217.79,8396.66,109.66,49732.43,181.94,1254.48,79.3,641.37,2427.85,70.48,3.84,26.48,-0.06,0.03,0.23
5510.26,1679.45,10.04,3.06,25.72,11664.40,117.66,47.59,107.19,41.77,239.45,38.07,1229.92,8480.30,108.94,49405.90,177.14,1221.38,77.73,637.06,2411.53,68.41,3.46,23.86,-0.07,0.02,0.24
5511.26,1679.75,12.5,3.81,24.35,11043.08,117.7,47.61,107.15,41.75,241.5,38.40,1220.82,8417.55,110.3,50022.68,173.75,1198.01,78.13,631.25,2389.54,73.17,3.84,26.48,-0.07,0.02,0.23
5512.28,1680.06,9.83,3.00,23.59,10698.41,117.85,47.69,106.88,41.60,245.21,38.99,1229.92,8480.30,111.07,50371.88,178.44,1230.34,77.75,629.74,2383.82,75.1,3.46,23.86,-0.07,0.02,0.22
5513.29,1680.37,11.93,3.64,25.08,11374.15,117.85,47.69,106.81,41.56,247.78,39.39,1229.92,8480.30,109.57,49691.61,184.88,1274.75,78.02,627.8,2376.48,79.57,3.08,21.24,-0.06,0.04,0.24
5514.3,1680.68,12.66,3.86,23.8,10793.65,117.81,47.67,106.73,41.52,250.62,39.85,1220.82,8417.55,110.85,50272.11,190.79,1315.50,78.64,623.92,2361.79,72.18,3.08,21.24,-0.06,0.03,0.24
5515.31,1680.98,10,3.05,24.52,11120.18,117.81,47.67,106.73,41.52,252.82,40.20,1220.82,8417.55,110.13,49945.58,179.58,1238.20,78.55,627.8,2376.48,78.02,3.08,21.24,-0.06,0.03,0.24
5516.32,1681.29,11.41,3.48,24.44,11083.90,117.73,47.63,106.92,41.62,254.21,40.42,1232.95,8501.19,110.21,49981.86,167.42,1154.36,83.48,629.74,2383.82,73.07,2.69,18.55,-0.06,0.02,0.25
5517.33,1681.60,10.21,3.11,24.52,11120.18,117.62,47.57,107.07,41.71,254.24,40.42,1226.13,8454.17,110.13,49945.58,164.75,1135.95,83.83,628.45,2378.94,74.39,2.31,15.93,-0.06,0.03,0.25
5518.34,1681.91,10.13,3.09,24.44,11083.90,117.62,47.57,107.3,41.83,254.12,40.40,1224.61,8443.69,110.21,49981.86,166.85,1150.43,80.81,628.66,2379.74,76.75,2.31,15.93,-0.06,0.03,0.25
5519.36,1682.22,10.22,3.11,24.74,11219.95,117.62,47.57,107.49,41.94,253.78,40.35,1222.34,8428.03,109.92,49850.34,164.45,1133.88,83.67,626.72,2372.39,71.66,1.93,13.31,-0.06,0.02,0.26
5520.37,1682.53,12.14,3.70,24.06,10911.56,117.85,47.69,107.11,41.73,251.99,40.06,1264.01,8715.35,110.6,50158.73,167.5,1154.91,75.66,634.48,2401.77,72.04,1.55,10.69,-0.06,0.01,0.26
5521.38,1682.83,9.55,2.91,23.72,10757.37,118,47.78,107.49,41.94,252.16,40.09,1276.89,8804.16,110.94,50312.93,170.47,1175.39,73.28,636.84,2410.70,79.2,1.55,10.69,-0.06,0.01,0.26
5522.39,1683.14,9.59,2.92,25.84,11718.82,118.12,47.84,107.68,42.04,252.22,40.10,1264.77,8720.59,108.81,49346.94,161.7,1114.92,77.66,634.26,2400.93,76.75,1.17,8.07,-0.07,0.02,0.27
5523.4,1683.45,10,3.05,24.48,11102.04,118.19,47.88,108.07,42.26,250.49,39.82,1238.25,8537.73,110.17,49963.72,154.08,1062.38,82.63,641.15,2427.02,78.96,1.17,8.07,-0.07,0.01,0.27
5524.41,1683.76,11.45,3.49,24.1,10929.71,118.27,47.93,108.26,42.37,250.05,39.75,1227.64,8464.58,110.55,50136.05,165.13,1138.57,79.02,647.83,2452.30,77.12,1.55,10.69,-0.06,0.02,0.28
5525.42,1684.07,9.2,2.80,24.61,11161.00,118.46,48.03,108.49,42.49,249.21,39.62,1222.34,8428.03,110.04,49904.76,165.86,1143.60,75.48,646.97,2449.05,75.48,0.79,5.45,-0.06,0.02,0.27
5526.43,1684.37,10.38,3.16,25.38,11510.20,118.57,48.09,108.75,42.64,249.29,39.63,1235.98,8522.08,109.28,49560.09,165.82,1143.33,77.44,647.4,2450.67,76.42,1.55,10.69,-0.06,0.01,0.29
5526.43,1684.37,10.38,3.16,25.38,11510.20,118.57,48.09,108.75,42.64,249.29,39.63,1235.98,8522.08,109.28,49560.09,165.82,1143.33,77.44,647.4,2450.67,76.42,1.55,10.69,-0.06,0.01,0.29
5527.44,1684.68,10.66,3.25,23.84,10811.79,118.65,48.14,108.98,42.77,249.69,39.70,1242.8,8569.11,110.81,50253.97,171.8,1184.56,75.92,641.58,2428.64,69.73,1.55,10.69,-0.06,0.02,0.29
5528.45,1684.99,11.82,3.60,23.59,10698.41,118.8,48.22,109.29,42.94,247.74,39.39,1224.61,8443.69,111.07,50371.88,160.33,1105.48,77.08,643.09,2434.36,74.63,1.55,10.69,-0.06,0.01,0.43
5529.46,1685.30,9.24,2.82,25.46,11546.49,119.03,48.35,109.36,42.98,246.6,39.21,1211.73,8354.88,109.19,49519.27,160.1,1103.89,76.17,652.35,2469.41,78.25,1.17,8.07,-0.06,0.03,0.28
5530.47,1685.60,8.4,2.56,23.67,10734.69,119.11,48.39,109.32,42.96,246.37,39.17,1216.28,8386.25,110.98,50331.07,164.83,1136.50,80.76,642.23,2431.10,73.54,1.17,8.07,-0.05,0.02,0.29
5531.5,1685.92,8.81,2.69,25.84,11718.82,119.34,48.52,109.82,43.23,245.77,39.07,1132.18,7806.38,108.81,49346.94,163.95,1130.44,78.26,681.43,2579.49,73.73,0.79,5.45,-0.06,0.02,0.31
5532.52,1686.23,8.53,2.60,24.78,11238.10,119.53,48.63,110.01,43.34,246.33,39.16,1162.49,8015.37,109.87,49827.66,165.78,1143.05,80.62,670.87,2539.52,76.09,0.79,5.45,-0.06,0,0.3
5533.53,1686.54,8,2.44,24.01,10888.89,119.72,48.73,110.2,43.44,246.02,39.11,1166.28,8041.50,110.64,50176.87,170.39,1174.84,77.27,655.8,2482.47,70.77,0.79,5.45,-0.06,0.01,0.34
5534.56,1686.85,9.32,2.84,23.46,10639.46,119.72,48.73,109.97,43.32,245.7,39.06,1210.98,8349.71,111.19,50426.30,156.82,1081.27,77.81,651.71,2466.99,71.05,0.79,5.45,-0.06,0.01,0.28
